Month of Date,Country,Number of Active Flights,Increase Percentage_x,Increase Percentage_y
2020-08-01,Netherlands,228,57.6271186440678,0.576271186440678
2020-09-01,Netherlands,192,57.6271186440678,0.576271186440678
2020-10-01,Netherlands,170,57.6271186440678,0.576271186440678
2020-11-01,Netherlands,164,57.6271186440678,0.576271186440678
2020-12-01,Netherlands,146,57.6271186440678,0.576271186440678
2021-01-01,Netherlands,132,57.6271186440678,0.576271186440678
2021-02-01,Netherlands,100,57.6271186440678,0.576271186440678
2021-03-01,Netherlands,128,57.6271186440678,0.576271186440678
2021-04-01,Netherlands,122,57.6271186440678,0.576271186440678
2021-05-01,Netherlands,174,57.6271186440678,0.576271186440678
2021-06-01,Netherlands,188,57.6271186440678,0.576271186440678
2021-07-01,Netherlands,272,57.6271186440678,0.576271186440678
2021-08-01,Netherlands,328,57.6271186440678,0.576271186440678
2021-09-01,Netherlands,282,57.6271186440678,0.576271186440678
2021-10-01,Netherlands,304,57.6271186440678,0.576271186440678
2021-11-01,Netherlands,254,57.6271186440678,0.576271186440678
2021-12-01,Netherlands,280,57.6271186440678,0.576271186440678
2022-01-01,Netherlands,258,57.6271186440678,0.576271186440678
2022-02-01,Netherlands,274,57.6271186440678,0.576271186440678
2022-03-01,Netherlands,306,57.6271186440678,0.576271186440678
2022-04-01,Netherlands,392,57.6271186440678,0.576271186440678
2022-05-01,Netherlands,354,57.6271186440678,0.576271186440678
2022-06-01,Netherlands,408,57.6271186440678,0.576271186440678
2022-07-01,Netherlands,340,57.6271186440678,0.576271186440678
2022-08-01,Netherlands,322,57.6271186440678,0.576271186440678
2022-09-01,Netherlands,362,57.6271186440678,0.576271186440678
2022-10-01,Netherlands,372,57.6271186440678,0.576271186440678
2020-01-01,Morocco,14,271.42857142857144,2.7142857142857144
2020-02-01,Morocco,28,271.42857142857144,2.7142857142857144
2020-03-01,Morocco,10,271.42857142857144,2.7142857142857144
2020-04-01,Morocco,2,271.42857142857144,2.7142857142857144
2020-05-01,Morocco,2,271.42857142857144,2.7142857142857144
2020-06-01,Morocco,6,271.42857142857144,2.7142857142857144
2020-07-01,Morocco,6,271.42857142857144,2.7142857142857144
2020-08-01,Morocco,12,271.42857142857144,2.7142857142857144
2020-09-01,Morocco,32,271.42857142857144,2.7142857142857144
2020-10-01,Morocco,10,271.42857142857144,2.7142857142857144
2020-11-01,Morocco,20,271.42857142857144,2.7142857142857144
2020-12-01,Morocco,14,271.42857142857144,2.7142857142857144
2021-01-01,Morocco,22,271.42857142857144,2.7142857142857144
2021-02-01,Morocco,8,271.42857142857144,2.7142857142857144
2021-03-01,Morocco,16,271.42857142857144,2.7142857142857144
2021-04-01,Morocco,10,271.42857142857144,2.7142857142857144
2021-05-01,Morocco,10,271.42857142857144,2.7142857142857144
2021-06-01,Morocco,32,271.42857142857144,2.7142857142857144
2021-07-01,Morocco,64,271.42857142857144,2.7142857142857144
2021-08-01,Morocco,76,271.42857142857144,2.7142857142857144
2021-09-01,Morocco,38,271.42857142857144,2.7142857142857144
2021-10-01,Morocco,40,271.42857142857144,2.7142857142857144
2021-11-01,Morocco,32,271.42857142857144,2.7142857142857144
2021-12-01,Morocco,10,271.42857142857144,2.7142857142857144
2022-01-01,Morocco,8,271.42857142857144,2.7142857142857144
2022-02-01,Morocco,16,271.42857142857144,2.7142857142857144
2022-03-01,Morocco,42,271.42857142857144,2.7142857142857144
2022-04-01,Morocco,28,271.42857142857144,2.7142857142857144
2022-05-01,Morocco,30,271.42857142857144,2.7142857142857144
2022-06-01,Morocco,56,271.42857142857144,2.7142857142857144
2022-07-01,Morocco,62,271.42857142857144,2.7142857142857144
2022-08-01,Morocco,70,271.42857142857144,2.7142857142857144
2022-09-01,Morocco,48,271.42857142857144,2.7142857142857144
2022-10-01,Morocco,52,271.42857142857144,2.7142857142857144
2020-01-01,Mexico,20,919.9999999999999,9.2
2020-02-01,Mexico,26,919.9999999999999,9.2
2020-06-01,Mexico,2,919.9999999999999,9.2
2020-09-01,Mexico,24,919.9999999999999,9.2
2020-10-01,Mexico,46,919.9999999999999,9.2
2020-11-01,Mexico,64,919.9999999999999,9.2
2020-12-01,Mexico,88,919.9999999999999,9.2
2021-01-01,Mexico,62,919.9999999999999,9.2
2021-02-01,Mexico,66,919.9999999999999,9.2
2021-03-01,Mexico,20,919.9999999999999,9.2
2021-04-01,Mexico,38,919.9999999999999,9.2
2021-05-01,Mexico,64,919.9999999999999,9.2
2021-06-01,Mexico,32,919.9999999999999,9.2
2021-07-01,Mexico,28,919.9999999999999,9.2
2021-08-01,Mexico,24,919.9999999999999,9.2
2021-09-01,Mexico,26,919.9999999999999,9.2
2021-10-01,Mexico,50,919.9999999999999,9.2
2021-11-01,Mexico,80,919.9999999999999,9.2
2021-12-01,Mexico,70,919.9999999999999,9.2
2022-01-01,Mexico,56,919.9999999999999,9.2
2022-02-01,Mexico,10,919.9999999999999,9.2
2022-03-01,Mexico,36,919.9999999999999,9.2
2022-04-01,Mexico,42,919.9999999999999,9.2
2022-05-01,Mexico,60,919.9999999999999,9.2
2022-06-01,Mexico,22,919.9999999999999,9.2
2022-07-01,Mexico,4,919.9999999999999,9.2
2022-08-01,Mexico,16,919.9999999999999,9.2
2022-09-01,Mexico,64,919.9999999999999,9.2
2022-10-01,Mexico,204,919.9999999999999,9.2
2020-01-01,Malta,20,110.00000000000001,1.1
2020-02-01,Malta,30,110.00000000000001,1.1
2020-03-01,Malta,16,110.00000000000001,1.1
2020-04-01,Malta,6,110.00000000000001,1.1
2020-05-01,Malta,2,110.00000000000001,1.1
2020-07-01,Malta,24,110.00000000000001,1.1
2020-08-01,Malta,30,110.00000000000001,1.1
2020-09-01,Malta,24,110.00000000000001,1.1
2020-10-01,Malta,16,110.00000000000001,1.1
2020-11-01,Malta,10,110.00000000000001,1.1
2020-12-01,Malta,12,110.00000000000001,1.1
2021-01-01,Malta,4,110.00000000000001,1.1
2021-02-01,Malta,4,110.00000000000001,1.1
2021-03-01,Malta,4,110.00000000000001,1.1
2021-04-01,Malta,12,110.00000000000001,1.1
2021-05-01,Malta,10,110.00000000000001,1.1
2021-06-01,Malta,12,110.00000000000001,1.1
2021-07-01,Malta,30,110.00000000000001,1.1
2021-08-01,Malta,24,110.00000000000001,1.1
2021-09-01,Malta,24,110.00000000000001,1.1
2021-10-01,Malta,30,110.00000000000001,1.1
2021-11-01,Malta,30,110.00000000000001,1.1
2021-12-01,Malta,26,110.00000000000001,1.1
2022-01-01,Malta,6,110.00000000000001,1.1
2022-02-01,Malta,14,110.00000000000001,1.1
2022-03-01,Malta,12,110.00000000000001,1.1
2022-04-01,Malta,32,110.00000000000001,1.1
2022-05-01,Malta,50,110.00000000000001,1.1
2022-06-01,Malta,26,110.00000000000001,1.1
2022-07-01,Malta,12,110.00000000000001,1.1
2022-08-01,Malta,34,110.00000000000001,1.1
2022-09-01,Malta,24,110.00000000000001,1.1
2022-10-01,Malta,42,110.00000000000001,1.1
2020-01-01,Malaysia,202,-57.42574257425742,-0.5742574257425742
2020-02-01,Malaysia,184,-57.42574257425742,-0.5742574257425742
2020-03-01,Malaysia,66,-57.42574257425742,-0.5742574257425742
2020-04-01,Malaysia,16,-57.42574257425742,-0.5742574257425742
2020-05-01,Malaysia,22,-57.42574257425742,-0.5742574257425742
2020-06-01,Malaysia,18,-57.42574257425742,-0.5742574257425742
2020-07-01,Malaysia,38,-57.42574257425742,-0.5742574257425742
2020-08-01,Malaysia,46,-57.42574257425742,-0.5742574257425742
2020-09-01,Malaysia,42,-57.42574257425742,-0.5742574257425742
2020-10-01,Malaysia,26,-57.42574257425742,-0.5742574257425742
2020-11-01,Malaysia,22,-57.42574257425742,-0.5742574257425742
2020-12-01,Malaysia,26,-57.42574257425742,-0.5742574257425742
2021-01-01,Malaysia,50,-57.42574257425742,-0.5742574257425742
2021-02-01,Malaysia,20,-57.42574257425742,-0.5742574257425742
2021-03-01,Malaysia,44,-57.42574257425742,-0.5742574257425742
2021-04-01,Malaysia,46,-57.42574257425742,-0.5742574257425742
2021-05-01,Malaysia,20,-57.42574257425742,-0.5742574257425742
2021-06-01,Malaysia,12,-57.42574257425742,-0.5742574257425742
2021-07-01,Malaysia,18,-57.42574257425742,-0.5742574257425742
2021-08-01,Malaysia,26,-57.42574257425742,-0.5742574257425742
2021-09-01,Malaysia,30,-57.42574257425742,-0.5742574257425742
2021-10-01,Malaysia,40,-57.42574257425742,-0.5742574257425742
2021-11-01,Malaysia,52,-57.42574257425742,-0.5742574257425742
2021-12-01,Malaysia,30,-57.42574257425742,-0.5742574257425742
2022-01-01,Malaysia,38,-57.42574257425742,-0.5742574257425742
2022-02-01,Malaysia,24,-57.42574257425742,-0.5742574257425742
2022-03-01,Malaysia,36,-57.42574257425742,-0.5742574257425742
2022-04-01,Malaysia,52,-57.42574257425742,-0.5742574257425742
2022-05-01,Malaysia,56,-57.42574257425742,-0.5742574257425742
2022-06-01,Malaysia,64,-57.42574257425742,-0.5742574257425742
2022-07-01,Malaysia,94,-57.42574257425742,-0.5742574257425742
2022-08-01,Malaysia,56,-57.42574257425742,-0.5742574257425742
2022-09-01,Malaysia,96,-57.42574257425742,-0.5742574257425742
2022-10-01,Malaysia,86,-57.42574257425742,-0.5742574257425742
2020-01-01,Luxembourg,46,8.695652173913043,0.08695652173913043
2020-02-01,Luxembourg,36,8.695652173913043,0.08695652173913043
2020-03-01,Luxembourg,44,8.695652173913043,0.08695652173913043
2020-04-01,Luxembourg,12,8.695652173913043,0.08695652173913043
2020-05-01,Luxembourg,14,8.695652173913043,0.08695652173913043
2020-06-01,Luxembourg,14,8.695652173913043,0.08695652173913043
2020-07-01,Luxembourg,24,8.695652173913043,0.08695652173913043
2020-08-01,Luxembourg,30,8.695652173913043,0.08695652173913043
2020-09-01,Luxembourg,26,8.695652173913043,0.08695652173913043
2020-10-01,Luxembourg,20,8.695652173913043,0.08695652173913043
2020-11-01,Luxembourg,8,8.695652173913043,0.08695652173913043
2020-12-01,Luxembourg,24,8.695652173913043,0.08695652173913043
2021-01-01,Luxembourg,10,8.695652173913043,0.08695652173913043
2021-02-01,Luxembourg,18,8.695652173913043,0.08695652173913043
2021-03-01,Luxembourg,18,8.695652173913043,0.08695652173913043
2021-04-01,Luxembourg,12,8.695652173913043,0.08695652173913043
2021-05-01,Luxembourg,20,8.695652173913043,0.08695652173913043
2021-06-01,Luxembourg,22,8.695652173913043,0.08695652173913043
2021-07-01,Luxembourg,32,8.695652173913043,0.08695652173913043
2021-08-01,Luxembourg,14,8.695652173913043,0.08695652173913043
2021-09-01,Luxembourg,26,8.695652173913043,0.08695652173913043
2021-10-01,Luxembourg,56,8.695652173913043,0.08695652173913043
2021-11-01,Luxembourg,48,8.695652173913043,0.08695652173913043
2021-12-01,Luxembourg,42,8.695652173913043,0.08695652173913043
2022-01-01,Luxembourg,38,8.695652173913043,0.08695652173913043
2022-02-01,Luxembourg,30,8.695652173913043,0.08695652173913043
2022-03-01,Luxembourg,50,8.695652173913043,0.08695652173913043
2022-04-01,Luxembourg,36,8.695652173913043,0.08695652173913043
2022-05-01,Luxembourg,36,8.695652173913043,0.08695652173913043
2022-06-01,Luxembourg,58,8.695652173913043,0.08695652173913043
2022-07-01,Luxembourg,50,8.695652173913043,0.08695652173913043
2022-08-01,Luxembourg,48,8.695652173913043,0.08695652173913043
2022-09-01,Luxembourg,54,8.695652173913043,0.08695652173913043
2022-10-01,Luxembourg,50,8.695652173913043,0.08695652173913043
2020-01-01,Lithuania,10,300.0,3.0
2020-02-01,Lithuania,4,300.0,3.0
2020-03-01,Lithuania,4,300.0,3.0
2020-05-01,Lithuania,4,300.0,3.0
2020-06-01,Lithuania,12,300.0,3.0
2020-07-01,Lithuania,20,300.0,3.0
2020-08-01,Lithuania,22,300.0,3.0
2020-09-01,Lithuania,8,300.0,3.0
2020-10-01,Lithuania,26,300.0,3.0
2020-11-01,Lithuania,8,300.0,3.0
2020-12-01,Lithuania,12,300.0,3.0
2021-01-01,Lithuania,14,300.0,3.0
2021-02-01,Lithuania,6,300.0,3.0
2021-03-01,Lithuania,10,300.0,3.0
2021-04-01,Lithuania,14,300.0,3.0
2021-05-01,Lithuania,14,300.0,3.0
2021-06-01,Lithuania,32,300.0,3.0
2021-07-01,Lithuania,22,300.0,3.0
2021-08-01,Lithuania,38,300.0,3.0
2021-09-01,Lithuania,32,300.0,3.0
2021-10-01,Lithuania,14,300.0,3.0
2021-11-01,Lithuania,26,300.0,3.0
2021-12-01,Lithuania,20,300.0,3.0
2022-01-01,Lithuania,24,300.0,3.0
2022-02-01,Lithuania,26,300.0,3.0
2022-03-01,Lithuania,30,300.0,3.0
2022-04-01,Lithuania,34,300.0,3.0
2022-05-01,Lithuania,24,300.0,3.0
2022-06-01,Lithuania,44,300.0,3.0
2022-07-01,Lithuania,46,300.0,3.0
2022-08-01,Lithuania,34,300.0,3.0
2022-09-01,Lithuania,34,300.0,3.0
2022-10-01,Lithuania,40,300.0,3.0
2020-01-01,Lebanon,36,-61.111111111111114,-0.6111111111111112
2020-02-01,Lebanon,2,-61.111111111111114,-0.6111111111111112
2020-07-01,Lebanon,2,-61.111111111111114,-0.6111111111111112
2020-08-01,Lebanon,4,-61.111111111111114,-0.6111111111111112
2020-09-01,Lebanon,4,-61.111111111111114,-0.6111111111111112
2020-10-01,Lebanon,10,-61.111111111111114,-0.6111111111111112
2020-11-01,Lebanon,12,-61.111111111111114,-0.6111111111111112
2020-12-01,Lebanon,12,-61.111111111111114,-0.6111111111111112
2021-01-01,Lebanon,10,-61.111111111111114,-0.6111111111111112
2021-02-01,Lebanon,12,-61.111111111111114,-0.6111111111111112
2021-03-01,Lebanon,10,-61.111111111111114,-0.6111111111111112
2021-04-01,Lebanon,20,-61.111111111111114,-0.6111111111111112
2021-05-01,Lebanon,12,-61.111111111111114,-0.6111111111111112
2021-06-01,Lebanon,12,-61.111111111111114,-0.6111111111111112
2021-07-01,Lebanon,22,-61.111111111111114,-0.6111111111111112
2021-08-01,Lebanon,10,-61.111111111111114,-0.6111111111111112
2021-09-01,Lebanon,14,-61.111111111111114,-0.6111111111111112
2021-10-01,Lebanon,6,-61.111111111111114,-0.6111111111111112
2021-11-01,Lebanon,6,-61.111111111111114,-0.6111111111111112
2021-12-01,Lebanon,10,-61.111111111111114,-0.6111111111111112
2022-01-01,Lebanon,28,-61.111111111111114,-0.6111111111111112
2022-02-01,Lebanon,16,-61.111111111111114,-0.6111111111111112
2022-03-01,Lebanon,30,-61.111111111111114,-0.6111111111111112
2022-04-01,Lebanon,14,-61.111111111111114,-0.6111111111111112
2022-05-01,Lebanon,18,-61.111111111111114,-0.6111111111111112
2022-06-01,Lebanon,14,-61.111111111111114,-0.6111111111111112
2022-07-01,Lebanon,20,-61.111111111111114,-0.6111111111111112
2022-08-01,Lebanon,12,-61.111111111111114,-0.6111111111111112
2022-09-01,Lebanon,20,-61.111111111111114,-0.6111111111111112
2022-10-01,Lebanon,14,-61.111111111111114,-0.6111111111111112
2020-01-01,Latvia,40,-80.0,-0.8
2020-02-01,Latvia,62,-80.0,-0.8
2020-03-01,Latvia,34,-80.0,-0.8
2020-04-01,Latvia,2,-80.0,-0.8
2020-05-01,Latvia,2,-80.0,-0.8
2020-06-01,Latvia,14,-80.0,-0.8
2020-07-01,Latvia,22,-80.0,-0.8
2020-08-01,Latvia,24,-80.0,-0.8
2020-09-01,Latvia,20,-80.0,-0.8
2020-10-01,Latvia,38,-80.0,-0.8
2020-11-01,Latvia,12,-80.0,-0.8
2020-12-01,Latvia,20,-80.0,-0.8
2021-01-01,Latvia,16,-80.0,-0.8
2021-02-01,Latvia,8,-80.0,-0.8
2021-03-01,Latvia,6,-80.0,-0.8
2021-04-01,Latvia,14,-80.0,-0.8
2021-05-01,Latvia,24,-80.0,-0.8
2021-06-01,Latvia,22,-80.0,-0.8
2021-07-01,Latvia,26,-80.0,-0.8
2021-08-01,Latvia,30,-80.0,-0.8
2021-09-01,Latvia,34,-80.0,-0.8
2021-10-01,Latvia,42,-80.0,-0.8
2021-11-01,Latvia,24,-80.0,-0.8
2021-12-01,Latvia,34,-80.0,-0.8
2022-01-01,Latvia,30,-80.0,-0.8
2022-02-01,Latvia,24,-80.0,-0.8
2022-03-01,Latvia,14,-80.0,-0.8
2022-04-01,Latvia,26,-80.0,-0.8
2022-05-01,Latvia,34,-80.0,-0.8
2022-06-01,Latvia,54,-80.0,-0.8
2022-07-01,Latvia,44,-80.0,-0.8
2022-08-01,Latvia,28,-80.0,-0.8
2022-09-01,Latvia,6,-80.0,-0.8
2022-10-01,Latvia,8,-80.0,-0.8
2020-01-01,Kazakhstan,12,-83.33333333333334,-0.8333333333333334
2020-02-01,Kazakhstan,12,-83.33333333333334,-0.8333333333333334
2020-03-01,Kazakhstan,20,-83.33333333333334,-0.8333333333333334
2020-04-01,Kazakhstan,8,-83.33333333333334,-0.8333333333333334
2020-05-01,Kazakhstan,14,-83.33333333333334,-0.8333333333333334
2020-06-01,Kazakhstan,8,-83.33333333333334,-0.8333333333333334
2020-07-01,Kazakhstan,8,-83.33333333333334,-0.8333333333333334
2020-08-01,Kazakhstan,2,-83.33333333333334,-0.8333333333333334
2020-10-01,Kazakhstan,4,-83.33333333333334,-0.8333333333333334
2020-11-01,Kazakhstan,12,-83.33333333333334,-0.8333333333333334
2020-12-01,Kazakhstan,16,-83.33333333333334,-0.8333333333333334
2021-01-01,Kazakhstan,8,-83.33333333333334,-0.8333333333333334
2021-02-01,Kazakhstan,2,-83.33333333333334,-0.8333333333333334
2021-03-01,Kazakhstan,18,-83.33333333333334,-0.8333333333333334
2021-04-01,Kazakhstan,20,-83.33333333333334,-0.8333333333333334
2021-05-01,Kazakhstan,22,-83.33333333333334,-0.8333333333333334
2021-06-01,Kazakhstan,12,-83.33333333333334,-0.8333333333333334
2021-07-01,Kazakhstan,10,-83.33333333333334,-0.8333333333333334
2021-08-01,Kazakhstan,12,-83.33333333333334,-0.8333333333333334
2021-09-01,Kazakhstan,2,-83.33333333333334,-0.8333333333333334
2021-10-01,Kazakhstan,6,-83.33333333333334,-0.8333333333333334
2021-11-01,Kazakhstan,6,-83.33333333333334,-0.8333333333333334
2021-12-01,Kazakhstan,6,-83.33333333333334,-0.8333333333333334
2022-01-01,Kazakhstan,6,-83.33333333333334,-0.8333333333333334
2022-03-01,Kazakhstan,6,-83.33333333333334,-0.8333333333333334
2022-09-01,Kazakhstan,2,-83.33333333333334,-0.8333333333333334
2022-10-01,Kazakhstan,2,-83.33333333333334,-0.8333333333333334
2020-01-01,Jersey,2,400.0,4.0
2020-02-01,Jersey,2,400.0,4.0
2020-03-01,Jersey,4,400.0,4.0
2020-05-01,Jersey,2,400.0,4.0
2020-06-01,Jersey,6,400.0,4.0
2020-07-01,Jersey,4,400.0,4.0
2020-08-01,Jersey,4,400.0,4.0
2020-09-01,Jersey,10,400.0,4.0
2020-10-01,Jersey,8,400.0,4.0
2020-12-01,Jersey,6,400.0,4.0
2021-01-01,Jersey,6,400.0,4.0
2021-02-01,Jersey,2,400.0,4.0
2021-03-01,Jersey,2,400.0,4.0
2021-04-01,Jersey,4,400.0,4.0
2021-05-01,Jersey,10,400.0,4.0
2021-06-01,Jersey,16,400.0,4.0
2021-07-01,Jersey,8,400.0,4.0
2021-08-01,Jersey,18,400.0,4.0
2021-09-01,Jersey,20,400.0,4.0
2021-10-01,Jersey,12,400.0,4.0
2021-11-01,Jersey,10,400.0,4.0
2021-12-01,Jersey,20,400.0,4.0
2022-01-01,Jersey,8,400.0,4.0
2022-02-01,Jersey,8,400.0,4.0
2022-03-01,Jersey,10,400.0,4.0
2022-04-01,Jersey,8,400.0,4.0
2022-05-01,Jersey,8,400.0,4.0
2022-06-01,Jersey,8,400.0,4.0
2022-07-01,Jersey,16,400.0,4.0
2022-08-01,Jersey,18,400.0,4.0
2022-09-01,Jersey,26,400.0,4.0
2022-10-01,Jersey,10,400.0,4.0
2020-01-01,Japan,264,68.93939393939394,0.6893939393939394
2020-02-01,Japan,328,68.93939393939394,0.6893939393939394
2020-03-01,Japan,164,68.93939393939394,0.6893939393939394
2020-04-01,Japan,84,68.93939393939394,0.6893939393939394
2020-05-01,Japan,80,68.93939393939394,0.6893939393939394
2020-06-01,Japan,108,68.93939393939394,0.6893939393939394
2020-07-01,Japan,158,68.93939393939394,0.6893939393939394
2020-08-01,Japan,178,68.93939393939394,0.6893939393939394
2020-09-01,Japan,192,68.93939393939394,0.6893939393939394
2020-10-01,Japan,194,68.93939393939394,0.6893939393939394
2020-11-01,Japan,240,68.93939393939394,0.6893939393939394
2020-12-01,Japan,268,68.93939393939394,0.6893939393939394
2021-01-01,Japan,144,68.93939393939394,0.6893939393939394
2021-02-01,Japan,116,68.93939393939394,0.6893939393939394
2021-03-01,Japan,248,68.93939393939394,0.6893939393939394
2021-04-01,Japan,278,68.93939393939394,0.6893939393939394
2021-05-01,Japan,268,68.93939393939394,0.6893939393939394
2021-06-01,Japan,294,68.93939393939394,0.6893939393939394
2021-07-01,Japan,324,68.93939393939394,0.6893939393939394
2021-08-01,Japan,310,68.93939393939394,0.6893939393939394
2021-09-01,Japan,302,68.93939393939394,0.6893939393939394
2021-10-01,Japan,350,68.93939393939394,0.6893939393939394
2021-11-01,Japan,414,68.93939393939394,0.6893939393939394
2021-12-01,Japan,408,68.93939393939394,0.6893939393939394
2022-01-01,Japan,386,68.93939393939394,0.6893939393939394
2022-02-01,Japan,308,68.93939393939394,0.6893939393939394
2022-03-01,Japan,380,68.93939393939394,0.6893939393939394
2022-04-01,Japan,412,68.93939393939394,0.6893939393939394
2022-05-01,Japan,350,68.93939393939394,0.6893939393939394
2022-06-01,Japan,414,68.93939393939394,0.6893939393939394
2022-07-01,Japan,446,68.93939393939394,0.6893939393939394
2022-08-01,Japan,480,68.93939393939394,0.6893939393939394
2022-09-01,Japan,446,68.93939393939394,0.6893939393939394
2022-10-01,Japan,446,68.93939393939394,0.6893939393939394
2020-01-01,Italy,548,22.99270072992701,0.22992700729927007
2020-02-01,Italy,586,22.99270072992701,0.22992700729927007
2020-03-01,Italy,206,22.99270072992701,0.22992700729927007
2020-04-01,Italy,48,22.99270072992701,0.22992700729927007
2020-05-01,Italy,72,22.99270072992701,0.22992700729927007
2020-06-01,Italy,178,22.99270072992701,0.22992700729927007
2020-07-01,Italy,352,22.99270072992701,0.22992700729927007
2020-08-01,Italy,476,22.99270072992701,0.22992700729927007
2020-09-01,Italy,428,22.99270072992701,0.22992700729927007
2020-10-01,Italy,336,22.99270072992701,0.22992700729927007
2020-11-01,Italy,250,22.99270072992701,0.22992700729927007
2020-12-01,Italy,190,22.99270072992701,0.22992700729927007
2021-01-01,Italy,148,22.99270072992701,0.22992700729927007
2021-02-01,Italy,136,22.99270072992701,0.22992700729927007
2021-03-01,Italy,182,22.99270072992701,0.22992700729927007
2021-04-01,Italy,224,22.99270072992701,0.22992700729927007
2021-05-01,Italy,252,22.99270072992701,0.22992700729927007
2021-06-01,Italy,452,22.99270072992701,0.22992700729927007
2021-07-01,Italy,642,22.99270072992701,0.22992700729927007
2021-08-01,Italy,598,22.99270072992701,0.22992700729927007
2021-09-01,Italy,410,22.99270072992701,0.22992700729927007
2021-10-01,Italy,550,22.99270072992701,0.22992700729927007
2021-11-01,Italy,444,22.99270072992701,0.22992700729927007
2021-12-01,Italy,488,22.99270072992701,0.22992700729927007
2022-01-01,Italy,358,22.99270072992701,0.22992700729927007
2022-02-01,Italy,362,22.99270072992701,0.22992700729927007
2022-03-01,Italy,506,22.99270072992701,0.22992700729927007
2022-04-01,Italy,644,22.99270072992701,0.22992700729927007
2022-05-01,Italy,770,22.99270072992701,0.22992700729927007
2022-06-01,Italy,772,22.99270072992701,0.22992700729927007
2022-07-01,Italy,702,22.99270072992701,0.22992700729927007
2022-08-01,Italy,706,22.99270072992701,0.22992700729927007
2022-09-01,Italy,724,22.99270072992701,0.22992700729927007
2022-10-01,Italy,674,22.99270072992701,0.22992700729927007
2020-01-01,Israel,56,39.285714285714285,0.39285714285714285
2020-02-01,Israel,42,39.285714285714285,0.39285714285714285
2020-03-01,Israel,12,39.285714285714285,0.39285714285714285
2020-05-01,Israel,14,39.285714285714285,0.39285714285714285
2020-06-01,Israel,8,39.285714285714285,0.39285714285714285
2020-07-01,Israel,8,39.285714285714285,0.39285714285714285
2020-08-01,Israel,20,39.285714285714285,0.39285714285714285
2020-09-01,Israel,16,39.285714285714285,0.39285714285714285
2020-10-01,Israel,14,39.285714285714285,0.39285714285714285
2020-11-01,Israel,6,39.285714285714285,0.39285714285714285
2020-12-01,Israel,24,39.285714285714285,0.39285714285714285
2021-01-01,Israel,22,39.285714285714285,0.39285714285714285
2021-02-01,Israel,12,39.285714285714285,0.39285714285714285
2021-03-01,Israel,30,39.285714285714285,0.39285714285714285
2021-04-01,Israel,28,39.285714285714285,0.39285714285714285
2021-05-01,Israel,26,39.285714285714285,0.39285714285714285
2021-06-01,Israel,48,39.285714285714285,0.39285714285714285
2021-07-01,Israel,40,39.285714285714285,0.39285714285714285
2021-08-01,Israel,72,39.285714285714285,0.39285714285714285
2021-09-01,Israel,40,39.285714285714285,0.39285714285714285
2021-10-01,Israel,48,39.285714285714285,0.39285714285714285
2021-11-01,Israel,50,39.285714285714285,0.39285714285714285
2021-12-01,Israel,72,39.285714285714285,0.39285714285714285
2022-01-01,Israel,28,39.285714285714285,0.39285714285714285
2022-02-01,Israel,40,39.285714285714285,0.39285714285714285
2022-03-01,Israel,70,39.285714285714285,0.39285714285714285
2022-04-01,Israel,114,39.285714285714285,0.39285714285714285
2022-05-01,Israel,84,39.285714285714285,0.39285714285714285
2022-06-01,Israel,80,39.285714285714285,0.39285714285714285
2022-07-01,Israel,76,39.285714285714285,0.39285714285714285
2022-08-01,Israel,72,39.285714285714285,0.39285714285714285
2022-09-01,Israel,96,39.285714285714285,0.39285714285714285
2022-10-01,Israel,78,39.285714285714285,0.39285714285714285
2020-01-01,Isle of Man,4,50.0,0.5
2020-02-01,Isle of Man,18,50.0,0.5
2020-03-01,Isle of Man,2,50.0,0.5
2020-07-01,Isle of Man,6,50.0,0.5
2020-08-01,Isle of Man,4,50.0,0.5
2020-10-01,Isle of Man,2,50.0,0.5
2021-03-01,Isle of Man,2,50.0,0.5
2021-06-01,Isle of Man,4,50.0,0.5
2021-08-01,Isle of Man,6,50.0,0.5
2021-09-01,Isle of Man,6,50.0,0.5
2021-10-01,Isle of Man,10,50.0,0.5
2021-11-01,Isle of Man,6,50.0,0.5
2021-12-01,Isle of Man,10,50.0,0.5
2022-01-01,Isle of Man,6,50.0,0.5
2022-02-01,Isle of Man,6,50.0,0.5
2022-03-01,Isle of Man,10,50.0,0.5
2022-04-01,Isle of Man,6,50.0,0.5
2022-05-01,Isle of Man,10,50.0,0.5
2022-06-01,Isle of Man,8,50.0,0.5
2022-07-01,Isle of Man,4,50.0,0.5
2022-08-01,Isle of Man,6,50.0,0.5
2022-09-01,Isle of Man,4,50.0,0.5
2022-10-01,Isle of Man,6,50.0,0.5
2020-01-01,Ireland,184,16.304347826086957,0.16304347826086957
2020-02-01,Ireland,194,16.304347826086957,0.16304347826086957
2020-03-01,Ireland,164,16.304347826086957,0.16304347826086957
2020-04-01,Ireland,32,16.304347826086957,0.16304347826086957
2020-05-01,Ireland,26,16.304347826086957,0.16304347826086957
2020-06-01,Ireland,30,16.304347826086957,0.16304347826086957
2020-07-01,Ireland,70,16.304347826086957,0.16304347826086957
2020-08-01,Ireland,62,16.304347826086957,0.16304347826086957
2020-09-01,Ireland,72,16.304347826086957,0.16304347826086957
2020-10-01,Ireland,60,16.304347826086957,0.16304347826086957
2020-11-01,Ireland,36,16.304347826086957,0.16304347826086957
