Month of Date,Country,Number of Active Flights,Increase Percentage_x,Increase Percentage_y
2020-01-01,Vietnam,2,200.0,2.0
2020-06-01,Vietnam,8,200.0,2.0
2020-07-01,Vietnam,26,200.0,2.0
2020-08-01,Vietnam,16,200.0,2.0
2020-09-01,Vietnam,12,200.0,2.0
2020-10-01,Vietnam,12,200.0,2.0
2020-11-01,Vietnam,12,200.0,2.0
2020-12-01,Vietnam,18,200.0,2.0
2021-01-01,Vietnam,36,200.0,2.0
2021-02-01,Vietnam,42,200.0,2.0
2021-03-01,Vietnam,20,200.0,2.0
2021-04-01,Vietnam,40,200.0,2.0
2021-05-01,Vietnam,20,200.0,2.0
2021-06-01,Vietnam,16,200.0,2.0
2021-07-01,Vietnam,10,200.0,2.0
2021-08-01,Vietnam,12,200.0,2.0
2021-09-01,Vietnam,18,200.0,2.0
2021-10-01,Vietnam,22,200.0,2.0
2021-11-01,Vietnam,2,200.0,2.0
2022-01-01,Vietnam,8,200.0,2.0
2022-02-01,Vietnam,12,200.0,2.0
2022-03-01,Vietnam,18,200.0,2.0
2022-04-01,Vietnam,8,200.0,2.0
2022-05-01,Vietnam,20,200.0,2.0
2022-06-01,Vietnam,10,200.0,2.0
2022-07-01,Vietnam,22,200.0,2.0
2022-08-01,Vietnam,8,200.0,2.0
2022-09-01,Vietnam,12,200.0,2.0
2022-10-01,Vietnam,6,200.0,2.0
2020-01-01,United States,9580,17.954070981210858,0.17954070981210857
2020-02-01,United States,9372,17.954070981210858,0.17954070981210857
2020-03-01,United States,9010,17.954070981210858,0.17954070981210857
2020-04-01,United States,3308,17.954070981210858,0.17954070981210857
2020-05-01,United States,3454,17.954070981210858,0.17954070981210857
2020-06-01,United States,4194,17.954070981210858,0.17954070981210857
2020-07-01,United States,5976,17.954070981210858,0.17954070981210857
2020-08-01,United States,6438,17.954070981210858,0.17954070981210857
2020-09-01,United States,6076,17.954070981210858,0.17954070981210857
2020-10-01,United States,6420,17.954070981210858,0.17954070981210857
2020-11-01,United States,6542,17.954070981210858,0.17954070981210857
2020-12-01,United States,7096,17.954070981210858,0.17954070981210857
2021-01-01,United States,6520,17.954070981210858,0.17954070981210857
2021-02-01,United States,6212,17.954070981210858,0.17954070981210857
2021-03-01,United States,7978,17.954070981210858,0.17954070981210857
2021-04-01,United States,8518,17.954070981210858,0.17954070981210857
2021-05-01,United States,8952,17.954070981210858,0.17954070981210857
2021-06-01,United States,10074,17.954070981210858,0.17954070981210857
2021-07-01,United States,10470,17.954070981210858,0.17954070981210857
2021-08-01,United States,10178,17.954070981210858,0.17954070981210857
2021-09-01,United States,9246,17.954070981210858,0.17954070981210857
2021-10-01,United States,9986,17.954070981210858,0.17954070981210857
2021-11-01,United States,9960,17.954070981210858,0.17954070981210857
2021-12-01,United States,10176,17.954070981210858,0.17954070981210857
2022-01-01,United States,9166,17.954070981210858,0.17954070981210857
2022-02-01,United States,8570,17.954070981210858,0.17954070981210857
2022-03-01,United States,10318,17.954070981210858,0.17954070981210857
2022-04-01,United States,10456,17.954070981210858,0.17954070981210857
2022-05-01,United States,10700,17.954070981210858,0.17954070981210857
2022-06-01,United States,10620,17.954070981210858,0.17954070981210857
2022-07-01,United States,9856,17.954070981210858,0.17954070981210857
2022-08-01,United States,9718,17.954070981210858,0.17954070981210857
2022-09-01,United States,10528,17.954070981210858,0.17954070981210857
2022-10-01,United States,11300,17.954070981210858,0.17954070981210857
2020-01-01,United Kingdom,1098,18.397085610200364,0.18397085610200364
2020-02-01,United Kingdom,1042,18.397085610200364,0.18397085610200364
2020-03-01,United Kingdom,826,18.397085610200364,0.18397085610200364
2020-04-01,United Kingdom,152,18.397085610200364,0.18397085610200364
2020-05-01,United Kingdom,184,18.397085610200364,0.18397085610200364
2020-06-01,United Kingdom,238,18.397085610200364,0.18397085610200364
2020-07-01,United Kingdom,500,18.397085610200364,0.18397085610200364
2020-08-01,United Kingdom,678,18.397085610200364,0.18397085610200364
2020-09-01,United Kingdom,688,18.397085610200364,0.18397085610200364
2020-10-01,United Kingdom,626,18.397085610200364,0.18397085610200364
2020-11-01,United Kingdom,386,18.397085610200364,0.18397085610200364
2020-12-01,United Kingdom,386,18.397085610200364,0.18397085610200364
2021-01-01,United Kingdom,294,18.397085610200364,0.18397085610200364
2021-02-01,United Kingdom,228,18.397085610200364,0.18397085610200364
2021-03-01,United Kingdom,366,18.397085610200364,0.18397085610200364
2021-04-01,United Kingdom,424,18.397085610200364,0.18397085610200364
2021-05-01,United Kingdom,494,18.397085610200364,0.18397085610200364
2021-06-01,United Kingdom,614,18.397085610200364,0.18397085610200364
2021-07-01,United Kingdom,802,18.397085610200364,0.18397085610200364
2021-08-01,United Kingdom,960,18.397085610200364,0.18397085610200364
2021-09-01,United Kingdom,836,18.397085610200364,0.18397085610200364
2021-10-01,United Kingdom,918,18.397085610200364,0.18397085610200364
2021-11-01,United Kingdom,930,18.397085610200364,0.18397085610200364
2021-12-01,United Kingdom,894,18.397085610200364,0.18397085610200364
2022-01-01,United Kingdom,814,18.397085610200364,0.18397085610200364
2022-02-01,United Kingdom,846,18.397085610200364,0.18397085610200364
2022-03-01,United Kingdom,1100,18.397085610200364,0.18397085610200364
2022-04-01,United Kingdom,1300,18.397085610200364,0.18397085610200364
2022-05-01,United Kingdom,1358,18.397085610200364,0.18397085610200364
2022-06-01,United Kingdom,1494,18.397085610200364,0.18397085610200364
2022-07-01,United Kingdom,1370,18.397085610200364,0.18397085610200364
2022-08-01,United Kingdom,1272,18.397085610200364,0.18397085610200364
2022-09-01,United Kingdom,1302,18.397085610200364,0.18397085610200364
2022-10-01,United Kingdom,1300,18.397085610200364,0.18397085610200364
2020-01-01,United Arab Emirates,250,-8.799999999999999,-0.088
2020-02-01,United Arab Emirates,224,-8.799999999999999,-0.088
2020-03-01,United Arab Emirates,146,-8.799999999999999,-0.088
2020-04-01,United Arab Emirates,34,-8.799999999999999,-0.088
2020-05-01,United Arab Emirates,52,-8.799999999999999,-0.088
2020-06-01,United Arab Emirates,102,-8.799999999999999,-0.088
2020-07-01,United Arab Emirates,70,-8.799999999999999,-0.088
2020-08-01,United Arab Emirates,80,-8.799999999999999,-0.088
2020-09-01,United Arab Emirates,98,-8.799999999999999,-0.088
2020-10-01,United Arab Emirates,126,-8.799999999999999,-0.088
2020-11-01,United Arab Emirates,120,-8.799999999999999,-0.088
2020-12-01,United Arab Emirates,162,-8.799999999999999,-0.088
2021-01-01,United Arab Emirates,146,-8.799999999999999,-0.088
2021-02-01,United Arab Emirates,110,-8.799999999999999,-0.088
2021-03-01,United Arab Emirates,124,-8.799999999999999,-0.088
2021-04-01,United Arab Emirates,110,-8.799999999999999,-0.088
2021-05-01,United Arab Emirates,124,-8.799999999999999,-0.088
2021-06-01,United Arab Emirates,120,-8.799999999999999,-0.088
2021-07-01,United Arab Emirates,114,-8.799999999999999,-0.088
2021-08-01,United Arab Emirates,170,-8.799999999999999,-0.088
2021-09-01,United Arab Emirates,128,-8.799999999999999,-0.088
2021-10-01,United Arab Emirates,178,-8.799999999999999,-0.088
2021-11-01,United Arab Emirates,50,-8.799999999999999,-0.088
2021-12-01,United Arab Emirates,72,-8.799999999999999,-0.088
2022-01-01,United Arab Emirates,182,-8.799999999999999,-0.088
2022-02-01,United Arab Emirates,174,-8.799999999999999,-0.088
2022-03-01,United Arab Emirates,236,-8.799999999999999,-0.088
2022-04-01,United Arab Emirates,190,-8.799999999999999,-0.088
2022-05-01,United Arab Emirates,208,-8.799999999999999,-0.088
2022-06-01,United Arab Emirates,164,-8.799999999999999,-0.088
2022-07-01,United Arab Emirates,178,-8.799999999999999,-0.088
2022-08-01,United Arab Emirates,216,-8.799999999999999,-0.088
2022-09-01,United Arab Emirates,220,-8.799999999999999,-0.088
2022-10-01,United Arab Emirates,228,-8.799999999999999,-0.088
2020-01-01,Turkey,114,108.77192982456141,1.087719298245614
2020-02-01,Turkey,92,108.77192982456141,1.087719298245614
2020-03-01,Turkey,72,108.77192982456141,1.087719298245614
2020-04-01,Turkey,22,108.77192982456141,1.087719298245614
2020-05-01,Turkey,24,108.77192982456141,1.087719298245614
2020-06-01,Turkey,30,108.77192982456141,1.087719298245614
2020-07-01,Turkey,56,108.77192982456141,1.087719298245614
2020-08-01,Turkey,174,108.77192982456141,1.087719298245614
2020-09-01,Turkey,216,108.77192982456141,1.087719298245614
2020-10-01,Turkey,218,108.77192982456141,1.087719298245614
2020-11-01,Turkey,146,108.77192982456141,1.087719298245614
2020-12-01,Turkey,72,108.77192982456141,1.087719298245614
2021-01-01,Turkey,96,108.77192982456141,1.087719298245614
2021-02-01,Turkey,128,108.77192982456141,1.087719298245614
2021-03-01,Turkey,124,108.77192982456141,1.087719298245614
2021-04-01,Turkey,134,108.77192982456141,1.087719298245614
2021-05-01,Turkey,144,108.77192982456141,1.087719298245614
2021-06-01,Turkey,172,108.77192982456141,1.087719298245614
2021-07-01,Turkey,258,108.77192982456141,1.087719298245614
2021-08-01,Turkey,292,108.77192982456141,1.087719298245614
2021-09-01,Turkey,216,108.77192982456141,1.087719298245614
2021-10-01,Turkey,186,108.77192982456141,1.087719298245614
2021-11-01,Turkey,176,108.77192982456141,1.087719298245614
2021-12-01,Turkey,212,108.77192982456141,1.087719298245614
2022-01-01,Turkey,164,108.77192982456141,1.087719298245614
2022-02-01,Turkey,156,108.77192982456141,1.087719298245614
2022-03-01,Turkey,176,108.77192982456141,1.087719298245614
2022-04-01,Turkey,200,108.77192982456141,1.087719298245614
2022-05-01,Turkey,250,108.77192982456141,1.087719298245614
2022-06-01,Turkey,258,108.77192982456141,1.087719298245614
2022-07-01,Turkey,274,108.77192982456141,1.087719298245614
2022-08-01,Turkey,216,108.77192982456141,1.087719298245614
2022-09-01,Turkey,220,108.77192982456141,1.087719298245614
2022-10-01,Turkey,238,108.77192982456141,1.087719298245614
2020-01-01,Thailand,142,-22.535211267605636,-0.22535211267605634
2020-02-01,Thailand,130,-22.535211267605636,-0.22535211267605634
2020-03-01,Thailand,66,-22.535211267605636,-0.22535211267605634
2020-04-01,Thailand,18,-22.535211267605636,-0.22535211267605634
2020-05-01,Thailand,12,-22.535211267605636,-0.22535211267605634
2020-06-01,Thailand,10,-22.535211267605636,-0.22535211267605634
2020-07-01,Thailand,12,-22.535211267605636,-0.22535211267605634
2020-08-01,Thailand,32,-22.535211267605636,-0.22535211267605634
2020-09-01,Thailand,22,-22.535211267605636,-0.22535211267605634
2021-01-01,Thailand,22,-22.535211267605636,-0.22535211267605634
2021-02-01,Thailand,6,-22.535211267605636,-0.22535211267605634
2021-03-01,Thailand,14,-22.535211267605636,-0.22535211267605634
2021-04-01,Thailand,10,-22.535211267605636,-0.22535211267605634
2021-05-01,Thailand,8,-22.535211267605636,-0.22535211267605634
2021-07-01,Thailand,6,-22.535211267605636,-0.22535211267605634
2021-08-01,Thailand,26,-22.535211267605636,-0.22535211267605634
2021-09-01,Thailand,34,-22.535211267605636,-0.22535211267605634
2021-10-01,Thailand,44,-22.535211267605636,-0.22535211267605634
2021-11-01,Thailand,48,-22.535211267605636,-0.22535211267605634
2021-12-01,Thailand,66,-22.535211267605636,-0.22535211267605634
2022-01-01,Thailand,62,-22.535211267605636,-0.22535211267605634
2022-02-01,Thailand,24,-22.535211267605636,-0.22535211267605634
2022-03-01,Thailand,30,-22.535211267605636,-0.22535211267605634
2022-04-01,Thailand,46,-22.535211267605636,-0.22535211267605634
2022-05-01,Thailand,52,-22.535211267605636,-0.22535211267605634
2022-06-01,Thailand,86,-22.535211267605636,-0.22535211267605634
2022-07-01,Thailand,106,-22.535211267605636,-0.22535211267605634
2022-08-01,Thailand,78,-22.535211267605636,-0.22535211267605634
2022-09-01,Thailand,86,-22.535211267605636,-0.22535211267605634
2022-10-01,Thailand,110,-22.535211267605636,-0.22535211267605634
2020-01-01,Taiwan,154,-62.33766233766234,-0.6233766233766234
2020-02-01,Taiwan,134,-62.33766233766234,-0.6233766233766234
2020-03-01,Taiwan,88,-62.33766233766234,-0.6233766233766234
2020-04-01,Taiwan,84,-62.33766233766234,-0.6233766233766234
2020-05-01,Taiwan,72,-62.33766233766234,-0.6233766233766234
2020-06-01,Taiwan,86,-62.33766233766234,-0.6233766233766234
2020-07-01,Taiwan,122,-62.33766233766234,-0.6233766233766234
2020-08-01,Taiwan,82,-62.33766233766234,-0.6233766233766234
2020-09-01,Taiwan,74,-62.33766233766234,-0.6233766233766234
2020-10-01,Taiwan,84,-62.33766233766234,-0.6233766233766234
2020-11-01,Taiwan,70,-62.33766233766234,-0.6233766233766234
2020-12-01,Taiwan,128,-62.33766233766234,-0.6233766233766234
2021-01-01,Taiwan,102,-62.33766233766234,-0.6233766233766234
2021-02-01,Taiwan,94,-62.33766233766234,-0.6233766233766234
2021-03-01,Taiwan,100,-62.33766233766234,-0.6233766233766234
2021-04-01,Taiwan,126,-62.33766233766234,-0.6233766233766234
2021-05-01,Taiwan,98,-62.33766233766234,-0.6233766233766234
2021-06-01,Taiwan,68,-62.33766233766234,-0.6233766233766234
2021-07-01,Taiwan,64,-62.33766233766234,-0.6233766233766234
2021-08-01,Taiwan,52,-62.33766233766234,-0.6233766233766234
2021-09-01,Taiwan,108,-62.33766233766234,-0.6233766233766234
2021-10-01,Taiwan,118,-62.33766233766234,-0.6233766233766234
2021-11-01,Taiwan,88,-62.33766233766234,-0.6233766233766234
2021-12-01,Taiwan,84,-62.33766233766234,-0.6233766233766234
2022-01-01,Taiwan,80,-62.33766233766234,-0.6233766233766234
2022-02-01,Taiwan,44,-62.33766233766234,-0.6233766233766234
2022-03-01,Taiwan,56,-62.33766233766234,-0.6233766233766234
2022-04-01,Taiwan,62,-62.33766233766234,-0.6233766233766234
2022-05-01,Taiwan,60,-62.33766233766234,-0.6233766233766234
2022-06-01,Taiwan,46,-62.33766233766234,-0.6233766233766234
2022-07-01,Taiwan,62,-62.33766233766234,-0.6233766233766234
2022-08-01,Taiwan,50,-62.33766233766234,-0.6233766233766234
2022-09-01,Taiwan,40,-62.33766233766234,-0.6233766233766234
2022-10-01,Taiwan,58,-62.33766233766234,-0.6233766233766234
2020-01-01,Switzerland,266,-19.548872180451127,-0.19548872180451127
2020-02-01,Switzerland,316,-19.548872180451127,-0.19548872180451127
2020-03-01,Switzerland,164,-19.548872180451127,-0.19548872180451127
2020-04-01,Switzerland,28,-19.548872180451127,-0.19548872180451127
2020-05-01,Switzerland,38,-19.548872180451127,-0.19548872180451127
2020-06-01,Switzerland,68,-19.548872180451127,-0.19548872180451127
2020-07-01,Switzerland,114,-19.548872180451127,-0.19548872180451127
2020-08-01,Switzerland,132,-19.548872180451127,-0.19548872180451127
2020-09-01,Switzerland,154,-19.548872180451127,-0.19548872180451127
2020-10-01,Switzerland,98,-19.548872180451127,-0.19548872180451127
2020-11-01,Switzerland,70,-19.548872180451127,-0.19548872180451127
2020-12-01,Switzerland,86,-19.548872180451127,-0.19548872180451127
2021-01-01,Switzerland,96,-19.548872180451127,-0.19548872180451127
2021-02-01,Switzerland,68,-19.548872180451127,-0.19548872180451127
2021-03-01,Switzerland,80,-19.548872180451127,-0.19548872180451127
2021-04-01,Switzerland,94,-19.548872180451127,-0.19548872180451127
2021-05-01,Switzerland,124,-19.548872180451127,-0.19548872180451127
2021-06-01,Switzerland,156,-19.548872180451127,-0.19548872180451127
2021-07-01,Switzerland,228,-19.548872180451127,-0.19548872180451127
2021-08-01,Switzerland,228,-19.548872180451127,-0.19548872180451127
2021-09-01,Switzerland,198,-19.548872180451127,-0.19548872180451127
2021-10-01,Switzerland,224,-19.548872180451127,-0.19548872180451127
2021-11-01,Switzerland,190,-19.548872180451127,-0.19548872180451127
2021-12-01,Switzerland,186,-19.548872180451127,-0.19548872180451127
2022-01-01,Switzerland,222,-19.548872180451127,-0.19548872180451127
2022-02-01,Switzerland,148,-19.548872180451127,-0.19548872180451127
2022-03-01,Switzerland,204,-19.548872180451127,-0.19548872180451127
2022-04-01,Switzerland,220,-19.548872180451127,-0.19548872180451127
2022-05-01,Switzerland,242,-19.548872180451127,-0.19548872180451127
2022-06-01,Switzerland,286,-19.548872180451127,-0.19548872180451127
2022-07-01,Switzerland,242,-19.548872180451127,-0.19548872180451127
2022-08-01,Switzerland,252,-19.548872180451127,-0.19548872180451127
2022-09-01,Switzerland,236,-19.548872180451127,-0.19548872180451127
2022-10-01,Switzerland,214,-19.548872180451127,-0.19548872180451127
2020-01-01,Sweden,162,19.753086419753085,0.19753086419753085
2020-02-01,Sweden,218,19.753086419753085,0.19753086419753085
2020-03-01,Sweden,136,19.753086419753085,0.19753086419753085
2020-04-01,Sweden,46,19.753086419753085,0.19753086419753085
2020-05-01,Sweden,38,19.753086419753085,0.19753086419753085
2020-06-01,Sweden,62,19.753086419753085,0.19753086419753085
2020-07-01,Sweden,86,19.753086419753085,0.19753086419753085
2020-08-01,Sweden,94,19.753086419753085,0.19753086419753085
2020-09-01,Sweden,90,19.753086419753085,0.19753086419753085
2020-10-01,Sweden,98,19.753086419753085,0.19753086419753085
2020-11-01,Sweden,74,19.753086419753085,0.19753086419753085
2020-12-01,Sweden,60,19.753086419753085,0.19753086419753085
2021-01-01,Sweden,72,19.753086419753085,0.19753086419753085
2021-02-01,Sweden,56,19.753086419753085,0.19753086419753085
2021-03-01,Sweden,76,19.753086419753085,0.19753086419753085
2021-04-01,Sweden,68,19.753086419753085,0.19753086419753085
2021-05-01,Sweden,76,19.753086419753085,0.19753086419753085
2021-06-01,Sweden,98,19.753086419753085,0.19753086419753085
2021-07-01,Sweden,112,19.753086419753085,0.19753086419753085
2021-08-01,Sweden,132,19.753086419753085,0.19753086419753085
2021-09-01,Sweden,150,19.753086419753085,0.19753086419753085
2021-10-01,Sweden,182,19.753086419753085,0.19753086419753085
2021-11-01,Sweden,156,19.753086419753085,0.19753086419753085
2021-12-01,Sweden,154,19.753086419753085,0.19753086419753085
2022-01-01,Sweden,138,19.753086419753085,0.19753086419753085
2022-02-01,Sweden,130,19.753086419753085,0.19753086419753085
2022-03-01,Sweden,156,19.753086419753085,0.19753086419753085
2022-04-01,Sweden,144,19.753086419753085,0.19753086419753085
2022-05-01,Sweden,248,19.753086419753085,0.19753086419753085
2022-06-01,Sweden,174,19.753086419753085,0.19753086419753085
2022-07-01,Sweden,174,19.753086419753085,0.19753086419753085
2022-08-01,Sweden,178,19.753086419753085,0.19753086419753085
2022-09-01,Sweden,182,19.753086419753085,0.19753086419753085
2022-10-01,Sweden,194,19.753086419753085,0.19753086419753085
2020-01-01,Spain,498,103.21285140562249,1.0321285140562249
2020-02-01,Spain,692,103.21285140562249,1.0321285140562249
2020-03-01,Spain,350,103.21285140562249,1.0321285140562249
2020-04-01,Spain,38,103.21285140562249,1.0321285140562249
2020-05-01,Spain,32,103.21285140562249,1.0321285140562249
2020-06-01,Spain,124,103.21285140562249,1.0321285140562249
2020-07-01,Spain,458,103.21285140562249,1.0321285140562249
2020-08-01,Spain,594,103.21285140562249,1.0321285140562249
2020-09-01,Spain,362,103.21285140562249,1.0321285140562249
2020-10-01,Spain,334,103.21285140562249,1.0321285140562249
2020-11-01,Spain,156,103.21285140562249,1.0321285140562249
2020-12-01,Spain,200,103.21285140562249,1.0321285140562249
2021-01-01,Spain,176,103.21285140562249,1.0321285140562249
2021-02-01,Spain,154,103.21285140562249,1.0321285140562249
2021-03-01,Spain,164,103.21285140562249,1.0321285140562249
2021-04-01,Spain,220,103.21285140562249,1.0321285140562249
2021-05-01,Spain,406,103.21285140562249,1.0321285140562249
2021-06-01,Spain,518,103.21285140562249,1.0321285140562249
2021-07-01,Spain,812,103.21285140562249,1.0321285140562249
2021-08-01,Spain,816,103.21285140562249,1.0321285140562249
2021-09-01,Spain,744,103.21285140562249,1.0321285140562249
2021-10-01,Spain,684,103.21285140562249,1.0321285140562249
2021-11-01,Spain,548,103.21285140562249,1.0321285140562249
2021-12-01,Spain,588,103.21285140562249,1.0321285140562249
2022-01-01,Spain,466,103.21285140562249,1.0321285140562249
2022-02-01,Spain,540,103.21285140562249,1.0321285140562249
2022-03-01,Spain,690,103.21285140562249,1.0321285140562249
2022-04-01,Spain,886,103.21285140562249,1.0321285140562249
2022-05-01,Spain,880,103.21285140562249,1.0321285140562249
2022-06-01,Spain,940,103.21285140562249,1.0321285140562249
2022-07-01,Spain,980,103.21285140562249,1.0321285140562249
2022-08-01,Spain,978,103.21285140562249,1.0321285140562249
2022-09-01,Spain,960,103.21285140562249,1.0321285140562249
2022-10-01,Spain,1012,103.21285140562249,1.0321285140562249
2020-01-01,South Korea,138,-8.695652173913043,-0.08695652173913043
2020-02-01,South Korea,108,-8.695652173913043,-0.08695652173913043
2020-03-01,South Korea,50,-8.695652173913043,-0.08695652173913043
2020-04-01,South Korea,44,-8.695652173913043,-0.08695652173913043
2020-05-01,South Korea,74,-8.695652173913043,-0.08695652173913043
2020-06-01,South Korea,64,-8.695652173913043,-0.08695652173913043
2020-07-01,South Korea,52,-8.695652173913043,-0.08695652173913043
2020-08-01,South Korea,82,-8.695652173913043,-0.08695652173913043
2020-09-01,South Korea,56,-8.695652173913043,-0.08695652173913043
2020-10-01,South Korea,76,-8.695652173913043,-0.08695652173913043
2020-11-01,South Korea,70,-8.695652173913043,-0.08695652173913043
2020-12-01,South Korea,112,-8.695652173913043,-0.08695652173913043
2021-01-01,South Korea,66,-8.695652173913043,-0.08695652173913043
2021-02-01,South Korea,40,-8.695652173913043,-0.08695652173913043
2021-03-01,South Korea,94,-8.695652173913043,-0.08695652173913043
2021-04-01,South Korea,58,-8.695652173913043,-0.08695652173913043
2021-05-01,South Korea,8,-8.695652173913043,-0.08695652173913043
2021-07-01,South Korea,2,-8.695652173913043,-0.08695652173913043
2021-08-01,South Korea,4,-8.695652173913043,-0.08695652173913043
2021-09-01,South Korea,20,-8.695652173913043,-0.08695652173913043
2021-10-01,South Korea,104,-8.695652173913043,-0.08695652173913043
2021-11-01,South Korea,112,-8.695652173913043,-0.08695652173913043
2021-12-01,South Korea,132,-8.695652173913043,-0.08695652173913043
2022-01-01,South Korea,78,-8.695652173913043,-0.08695652173913043
2022-02-01,South Korea,86,-8.695652173913043,-0.08695652173913043
2022-03-01,South Korea,86,-8.695652173913043,-0.08695652173913043
2022-04-01,South Korea,106,-8.695652173913043,-0.08695652173913043
2022-05-01,South Korea,124,-8.695652173913043,-0.08695652173913043
2022-06-01,South Korea,112,-8.695652173913043,-0.08695652173913043
2022-07-01,South Korea,54,-8.695652173913043,-0.08695652173913043
2022-08-01,South Korea,86,-8.695652173913043,-0.08695652173913043
2022-09-01,South Korea,100,-8.695652173913043,-0.08695652173913043
2022-10-01,South Korea,126,-8.695652173913043,-0.08695652173913043
2020-01-01,South Africa,42,61.904761904761905,0.6190476190476191
2020-02-01,South Africa,36,61.904761904761905,0.6190476190476191
2020-03-01,South Africa,36,61.904761904761905,0.6190476190476191
2020-04-01,South Africa,6,61.904761904761905,0.6190476190476191
2020-05-01,South Africa,2,61.904761904761905,0.6190476190476191
2020-07-01,South Africa,8,61.904761904761905,0.6190476190476191
2020-08-01,South Africa,6,61.904761904761905,0.6190476190476191
2020-09-01,South Africa,12,61.904761904761905,0.6190476190476191
2020-10-01,South Africa,24,61.904761904761905,0.6190476190476191
2020-11-01,South Africa,36,61.904761904761905,0.6190476190476191
2020-12-01,South Africa,54,61.904761904761905,0.6190476190476191
2021-01-01,South Africa,24,61.904761904761905,0.6190476190476191
2021-02-01,South Africa,16,61.904761904761905,0.6190476190476191
2021-03-01,South Africa,24,61.904761904761905,0.6190476190476191
2021-04-01,South Africa,46,61.904761904761905,0.6190476190476191
2021-05-01,South Africa,56,61.904761904761905,0.6190476190476191
2021-06-01,South Africa,50,61.904761904761905,0.6190476190476191
2021-07-01,South Africa,24,61.904761904761905,0.6190476190476191
2021-08-01,South Africa,34,61.904761904761905,0.6190476190476191
2021-09-01,South Africa,36,61.904761904761905,0.6190476190476191
2021-10-01,South Africa,62,61.904761904761905,0.6190476190476191
2021-11-01,South Africa,42,61.904761904761905,0.6190476190476191
2021-12-01,South Africa,58,61.904761904761905,0.6190476190476191
2022-01-01,South Africa,48,61.904761904761905,0.6190476190476191
2022-02-01,South Africa,62,61.904761904761905,0.6190476190476191
2022-03-01,South Africa,60,61.904761904761905,0.6190476190476191
2022-04-01,South Africa,62,61.904761904761905,0.6190476190476191
2022-05-01,South Africa,76,61.904761904761905,0.6190476190476191
2022-06-01,South Africa,60,61.904761904761905,0.6190476190476191
2022-07-01,South Africa,32,61.904761904761905,0.6190476190476191
2022-08-01,South Africa,24,61.904761904761905,0.6190476190476191
2022-09-01,South Africa,62,61.904761904761905,0.6190476190476191
2022-10-01,South Africa,68,61.904761904761905,0.6190476190476191
2020-01-01,Slovenia,8,75.0,0.75
2020-02-01,Slovenia,10,75.0,0.75
2020-03-01,Slovenia,6,75.0,0.75
2020-05-01,Slovenia,4,75.0,0.75
2020-06-01,Slovenia,2,75.0,0.75
2020-07-01,Slovenia,6,75.0,0.75
2020-08-01,Slovenia,4,75.0,0.75
2020-09-01,Slovenia,10,75.0,0.75
2020-10-01,Slovenia,8,75.0,0.75
2020-11-01,Slovenia,2,75.0,0.75
2020-12-01,Slovenia,4,75.0,0.75
2021-01-01,Slovenia,6,75.0,0.75
2021-03-01,Slovenia,2,75.0,0.75
2021-05-01,Slovenia,4,75.0,0.75
2021-06-01,Slovenia,2,75.0,0.75
2021-07-01,Slovenia,14,75.0,0.75
2021-08-01,Slovenia,12,75.0,0.75
2021-09-01,Slovenia,10,75.0,0.75
2021-10-01,Slovenia,6,75.0,0.75
2021-11-01,Slovenia,4,75.0,0.75
2021-12-01,Slovenia,18,75.0,0.75
2022-01-01,Slovenia,6,75.0,0.75
2022-02-01,Slovenia,12,75.0,0.75
2022-03-01,Slovenia,14,75.0,0.75
2022-04-01,Slovenia,18,75.0,0.75
2022-05-01,Slovenia,18,75.0,0.75
2022-06-01,Slovenia,22,75.0,0.75
2022-07-01,Slovenia,10,75.0,0.75
2022-08-01,Slovenia,24,75.0,0.75
2022-09-01,Slovenia,14,75.0,0.75
2022-10-01,Slovenia,14,75.0,0.75
2020-01-01,Slovakia,12,-16.666666666666664,-0.16666666666666666
2020-02-01,Slovakia,6,-16.666666666666664,-0.16666666666666666
2020-03-01,Slovakia,6,-16.666666666666664,-0.16666666666666666
2020-04-01,Slovakia,4,-16.666666666666664,-0.16666666666666666
2020-05-01,Slovakia,2,-16.666666666666664,-0.16666666666666666
2020-06-01,Slovakia,2,-16.666666666666664,-0.16666666666666666
2020-07-01,Slovakia,12,-16.666666666666664,-0.16666666666666666
2020-08-01,Slovakia,4,-16.666666666666664,-0.16666666666666666
2020-09-01,Slovakia,4,-16.666666666666664,-0.16666666666666666
2020-10-01,Slovakia,2,-16.666666666666664,-0.16666666666666666
2020-11-01,Slovakia,4,-16.666666666666664,-0.16666666666666666
2020-12-01,Slovakia,2,-16.666666666666664,-0.16666666666666666
2021-01-01,Slovakia,4,-16.666666666666664,-0.16666666666666666
2021-02-01,Slovakia,4,-16.666666666666664,-0.16666666666666666
2021-03-01,Slovakia,6,-16.666666666666664,-0.16666666666666666
2021-05-01,Slovakia,6,-16.666666666666664,-0.16666666666666666
2021-06-01,Slovakia,14,-16.666666666666664,-0.16666666666666666
2021-07-01,Slovakia,20,-16.666666666666664,-0.16666666666666666
2021-08-01,Slovakia,10,-16.666666666666664,-0.16666666666666666
2021-09-01,Slovakia,8,-16.666666666666664,-0.16666666666666666
2021-10-01,Slovakia,6,-16.666666666666664,-0.16666666666666666
2021-11-01,Slovakia,8,-16.666666666666664,-0.16666666666666666
2021-12-01,Slovakia,14,-16.666666666666664,-0.16666666666666666
2022-01-01,Slovakia,8,-16.666666666666664,-0.16666666666666666
