Month of Date,City,Number of Active Flights,Increase Percentage
2021-02-01,Bremen,2,-0.3333333333333333
2021-04-01,Bremen,4,-0.3333333333333333
2021-06-01,Bremen,12,-0.3333333333333333
2021-07-01,Bremen,10,-0.3333333333333333
2021-08-01,Bremen,4,-0.3333333333333333
2021-09-01,Bremen,12,-0.3333333333333333
2021-10-01,Bremen,24,-0.3333333333333333
2021-11-01,Bremen,4,-0.3333333333333333
2021-12-01,Bremen,8,-0.3333333333333333
2022-01-01,Bremen,4,-0.3333333333333333
2022-02-01,Bremen,8,-0.3333333333333333
2022-03-01,Bremen,12,-0.3333333333333333
2022-04-01,Bremen,14,-0.3333333333333333
2022-05-01,Bremen,14,-0.3333333333333333
2022-06-01,Bremen,16,-0.3333333333333333
2022-07-01,Bremen,12,-0.3333333333333333
2022-08-01,Bremen,10,-0.3333333333333333
2022-09-01,Bremen,14,-0.3333333333333333
2022-10-01,Bremen,8,-0.3333333333333333
2020-01-01,Braunschweig,6,0.3333333333333333
2020-02-01,Braunschweig,2,0.3333333333333333
2020-03-01,Braunschweig,2,0.3333333333333333
2020-05-01,Braunschweig,2,0.3333333333333333
2020-09-01,Braunschweig,4,0.3333333333333333
2020-10-01,Braunschweig,4,0.3333333333333333
2020-11-01,Braunschweig,4,0.3333333333333333
2020-12-01,Braunschweig,2,0.3333333333333333
2021-06-01,Braunschweig,2,0.3333333333333333
2021-07-01,Braunschweig,2,0.3333333333333333
2021-10-01,Braunschweig,4,0.3333333333333333
2021-11-01,Braunschweig,2,0.3333333333333333
2022-01-01,Braunschweig,2,0.3333333333333333
2022-03-01,Braunschweig,4,0.3333333333333333
2022-04-01,Braunschweig,4,0.3333333333333333
2022-05-01,Braunschweig,4,0.3333333333333333
2022-06-01,Braunschweig,2,0.3333333333333333
2022-08-01,Braunschweig,2,0.3333333333333333
2022-09-01,Braunschweig,6,0.3333333333333333
2022-10-01,Braunschweig,8,0.3333333333333333
2020-01-01,Bratislava,12,-0.5
2020-02-01,Bratislava,2,-0.5
2020-03-01,Bratislava,6,-0.5
2020-04-01,Bratislava,4,-0.5
2020-05-01,Bratislava,2,-0.5
2020-06-01,Bratislava,2,-0.5
2020-07-01,Bratislava,10,-0.5
2020-08-01,Bratislava,4,-0.5
2020-09-01,Bratislava,2,-0.5
2020-10-01,Bratislava,2,-0.5
2020-11-01,Bratislava,4,-0.5
2020-12-01,Bratislava,2,-0.5
2021-01-01,Bratislava,4,-0.5
2021-02-01,Bratislava,4,-0.5
2021-03-01,Bratislava,6,-0.5
2021-05-01,Bratislava,4,-0.5
2021-06-01,Bratislava,12,-0.5
2021-07-01,Bratislava,12,-0.5
2021-08-01,Bratislava,8,-0.5
2021-09-01,Bratislava,2,-0.5
2021-10-01,Bratislava,2,-0.5
2021-11-01,Bratislava,4,-0.5
2021-12-01,Bratislava,10,-0.5
2022-01-01,Bratislava,8,-0.5
2022-02-01,Bratislava,2,-0.5
2022-03-01,Bratislava,8,-0.5
2022-04-01,Bratislava,4,-0.5
2022-05-01,Bratislava,8,-0.5
2022-06-01,Bratislava,2,-0.5
2022-07-01,Bratislava,8,-0.5
2022-08-01,Bratislava,8,-0.5
2022-09-01,Bratislava,4,-0.5
2022-10-01,Bratislava,6,-0.5
2020-01-01,Brasilia,30,-0.5333333333333333
2020-02-01,Brasilia,56,-0.5333333333333333
2020-03-01,Brasilia,32,-0.5333333333333333
2020-04-01,Brasilia,2,-0.5333333333333333
2020-06-01,Brasilia,4,-0.5333333333333333
2020-07-01,Brasilia,12,-0.5333333333333333
2020-08-01,Brasilia,10,-0.5333333333333333
2020-09-01,Brasilia,26,-0.5333333333333333
2020-10-01,Brasilia,16,-0.5333333333333333
2020-11-01,Brasilia,20,-0.5333333333333333
2020-12-01,Brasilia,24,-0.5333333333333333
2021-01-01,Brasilia,28,-0.5333333333333333
2021-02-01,Brasilia,14,-0.5333333333333333
2021-03-01,Brasilia,18,-0.5333333333333333
2021-04-01,Brasilia,22,-0.5333333333333333
2021-05-01,Brasilia,34,-0.5333333333333333
2021-06-01,Brasilia,24,-0.5333333333333333
2021-07-01,Brasilia,48,-0.5333333333333333
2021-08-01,Brasilia,28,-0.5333333333333333
2021-09-01,Brasilia,10,-0.5333333333333333
2021-10-01,Brasilia,18,-0.5333333333333333
2021-11-01,Brasilia,14,-0.5333333333333333
2021-12-01,Brasilia,44,-0.5333333333333333
2022-01-01,Brasilia,30,-0.5333333333333333
2022-02-01,Brasilia,18,-0.5333333333333333
2022-03-01,Brasilia,20,-0.5333333333333333
2022-04-01,Brasilia,16,-0.5333333333333333
2022-05-01,Brasilia,18,-0.5333333333333333
2022-06-01,Brasilia,36,-0.5333333333333333
2022-07-01,Brasilia,36,-0.5333333333333333
2022-08-01,Brasilia,20,-0.5333333333333333
2022-09-01,Brasilia,24,-0.5333333333333333
2022-10-01,Brasilia,14,-0.5333333333333333
2020-01-01,Brantford,2,3.0
2020-02-01,Brantford,2,3.0
2020-05-01,Brantford,2,3.0
2020-06-01,Brantford,2,3.0
2020-07-01,Brantford,2,3.0
2020-08-01,Brantford,2,3.0
2020-09-01,Brantford,2,3.0
2020-10-01,Brantford,6,3.0
2020-11-01,Brantford,4,3.0
2020-12-01,Brantford,2,3.0
2021-03-01,Brantford,2,3.0
2021-04-01,Brantford,2,3.0
2021-05-01,Brantford,2,3.0
2021-06-01,Brantford,2,3.0
2021-08-01,Brantford,4,3.0
2021-09-01,Brantford,6,3.0
2021-10-01,Brantford,2,3.0
2021-11-01,Brantford,8,3.0
2021-12-01,Brantford,2,3.0
2022-01-01,Brantford,4,3.0
2022-03-01,Brantford,2,3.0
2022-04-01,Brantford,8,3.0
2022-05-01,Brantford,2,3.0
2022-06-01,Brantford,10,3.0
2022-07-01,Brantford,8,3.0
2022-08-01,Brantford,2,3.0
2022-09-01,Brantford,2,3.0
2022-10-01,Brantford,8,3.0
2020-01-01,Bournemouth,6,0.0
2020-02-01,Bournemouth,4,0.0
2020-06-01,Bournemouth,2,0.0
2020-07-01,Bournemouth,6,0.0
2020-08-01,Bournemouth,4,0.0
2020-09-01,Bournemouth,10,0.0
2020-10-01,Bournemouth,6,0.0
2020-11-01,Bournemouth,8,0.0
2020-12-01,Bournemouth,4,0.0
2021-02-01,Bournemouth,2,0.0
2021-03-01,Bournemouth,6,0.0
2021-04-01,Bournemouth,4,0.0
2021-05-01,Bournemouth,4,0.0
2021-06-01,Bournemouth,8,0.0
2021-07-01,Bournemouth,4,0.0
2021-08-01,Bournemouth,6,0.0
2021-09-01,Bournemouth,4,0.0
2021-10-01,Bournemouth,14,0.0
2021-11-01,Bournemouth,4,0.0
2021-12-01,Bournemouth,12,0.0
2022-01-01,Bournemouth,6,0.0
2022-02-01,Bournemouth,10,0.0
2022-03-01,Bournemouth,6,0.0
2022-05-01,Bournemouth,6,0.0
2022-06-01,Bournemouth,12,0.0
2022-07-01,Bournemouth,6,0.0
2022-08-01,Bournemouth,10,0.0
2022-09-01,Bournemouth,12,0.0
2022-10-01,Bournemouth,6,0.0
2020-01-01,Boston,218,0.47706422018348627
2020-02-01,Boston,242,0.47706422018348627
2020-03-01,Boston,270,0.47706422018348627
2020-04-01,Boston,62,0.47706422018348627
2020-05-01,Boston,70,0.47706422018348627
2020-06-01,Boston,86,0.47706422018348627
2020-07-01,Boston,138,0.47706422018348627
2020-08-01,Boston,134,0.47706422018348627
2020-09-01,Boston,108,0.47706422018348627
2020-10-01,Boston,128,0.47706422018348627
2020-11-01,Boston,114,0.47706422018348627
2020-12-01,Boston,128,0.47706422018348627
2021-01-01,Boston,96,0.47706422018348627
2021-02-01,Boston,98,0.47706422018348627
2021-03-01,Boston,140,0.47706422018348627
2021-04-01,Boston,172,0.47706422018348627
2021-05-01,Boston,168,0.47706422018348627
2021-06-01,Boston,188,0.47706422018348627
2021-07-01,Boston,188,0.47706422018348627
2021-08-01,Boston,222,0.47706422018348627
2021-09-01,Boston,212,0.47706422018348627
2021-10-01,Boston,220,0.47706422018348627
2021-11-01,Boston,214,0.47706422018348627
2021-12-01,Boston,270,0.47706422018348627
2022-01-01,Boston,176,0.47706422018348627
2022-02-01,Boston,200,0.47706422018348627
2022-03-01,Boston,226,0.47706422018348627
2022-04-01,Boston,248,0.47706422018348627
2022-05-01,Boston,352,0.47706422018348627
2022-06-01,Boston,268,0.47706422018348627
2022-07-01,Boston,270,0.47706422018348627
2022-08-01,Boston,268,0.47706422018348627
2022-09-01,Boston,280,0.47706422018348627
2022-10-01,Boston,322,0.47706422018348627
2020-01-01,Bordeaux,40,-0.3
2020-02-01,Bordeaux,38,-0.3
2020-03-01,Bordeaux,22,-0.3
2020-05-01,Bordeaux,2,-0.3
2020-06-01,Bordeaux,12,-0.3
2020-07-01,Bordeaux,16,-0.3
2020-08-01,Bordeaux,22,-0.3
2020-09-01,Bordeaux,16,-0.3
2020-10-01,Bordeaux,10,-0.3
2020-11-01,Bordeaux,4,-0.3
2020-12-01,Bordeaux,8,-0.3
2021-01-01,Bordeaux,4,-0.3
2021-02-01,Bordeaux,2,-0.3
2021-03-01,Bordeaux,10,-0.3
2021-04-01,Bordeaux,6,-0.3
2021-05-01,Bordeaux,16,-0.3
2021-06-01,Bordeaux,22,-0.3
2021-07-01,Bordeaux,40,-0.3
2021-08-01,Bordeaux,36,-0.3
2021-09-01,Bordeaux,40,-0.3
2021-10-01,Bordeaux,30,-0.3
2021-11-01,Bordeaux,24,-0.3
2021-12-01,Bordeaux,26,-0.3
2022-01-01,Bordeaux,22,-0.3
2022-02-01,Bordeaux,14,-0.3
2022-03-01,Bordeaux,20,-0.3
2022-04-01,Bordeaux,36,-0.3
2022-05-01,Bordeaux,42,-0.3
2022-06-01,Bordeaux,42,-0.3
2022-07-01,Bordeaux,22,-0.3
2022-08-01,Bordeaux,26,-0.3
2022-09-01,Bordeaux,34,-0.3
2022-10-01,Bordeaux,28,-0.3
2020-01-01,Bologna,20,2.1
2020-02-01,Bologna,26,2.1
2020-03-01,Bologna,10,2.1
2020-05-01,Bologna,2,2.1
2020-06-01,Bologna,8,2.1
2020-07-01,Bologna,20,2.1
2020-08-01,Bologna,14,2.1
2020-09-01,Bologna,12,2.1
2020-10-01,Bologna,24,2.1
2020-11-01,Bologna,12,2.1
2020-12-01,Bologna,6,2.1
2021-01-01,Bologna,8,2.1
2021-03-01,Bologna,6,2.1
2021-04-01,Bologna,12,2.1
2021-05-01,Bologna,14,2.1
2021-06-01,Bologna,12,2.1
2021-07-01,Bologna,18,2.1
2021-08-01,Bologna,22,2.1
2021-09-01,Bologna,30,2.1
2021-10-01,Bologna,36,2.1
2021-11-01,Bologna,30,2.1
2021-12-01,Bologna,14,2.1
2022-01-01,Bologna,22,2.1
2022-02-01,Bologna,32,2.1
2022-03-01,Bologna,40,2.1
2022-04-01,Bologna,38,2.1
2022-05-01,Bologna,42,2.1
2022-06-01,Bologna,34,2.1
2022-07-01,Bologna,46,2.1
2022-08-01,Bologna,42,2.1
2022-09-01,Bologna,52,2.1
2022-10-01,Bologna,62,2.1
2020-01-01,Boise,30,0.3333333333333333
2020-02-01,Boise,36,0.3333333333333333
2020-03-01,Boise,36,0.3333333333333333
2020-04-01,Boise,14,0.3333333333333333
2020-05-01,Boise,14,0.3333333333333333
2020-06-01,Boise,18,0.3333333333333333
2020-07-01,Boise,30,0.3333333333333333
2020-08-01,Boise,32,0.3333333333333333
2020-09-01,Boise,32,0.3333333333333333
2020-10-01,Boise,26,0.3333333333333333
2020-11-01,Boise,52,0.3333333333333333
2020-12-01,Boise,44,0.3333333333333333
2021-01-01,Boise,38,0.3333333333333333
2021-02-01,Boise,30,0.3333333333333333
2021-03-01,Boise,46,0.3333333333333333
2021-04-01,Boise,32,0.3333333333333333
2021-05-01,Boise,30,0.3333333333333333
2021-06-01,Boise,46,0.3333333333333333
2021-07-01,Boise,60,0.3333333333333333
2021-08-01,Boise,58,0.3333333333333333
2021-09-01,Boise,52,0.3333333333333333
2021-10-01,Boise,62,0.3333333333333333
2021-11-01,Boise,24,0.3333333333333333
2021-12-01,Boise,42,0.3333333333333333
2022-01-01,Boise,42,0.3333333333333333
2022-02-01,Boise,44,0.3333333333333333
2022-03-01,Boise,42,0.3333333333333333
2022-04-01,Boise,40,0.3333333333333333
2022-05-01,Boise,44,0.3333333333333333
2022-06-01,Boise,52,0.3333333333333333
2022-07-01,Boise,38,0.3333333333333333
2022-08-01,Boise,50,0.3333333333333333
2022-09-01,Boise,60,0.3333333333333333
2022-10-01,Boise,40,0.3333333333333333
2020-01-01,Bogota,24,0.8333333333333334
2020-02-01,Bogota,20,0.8333333333333334
2020-03-01,Bogota,14,0.8333333333333334
2020-04-01,Bogota,2,0.8333333333333334
2020-05-01,Bogota,2,0.8333333333333334
2020-06-01,Bogota,4,0.8333333333333334
2020-07-01,Bogota,8,0.8333333333333334
2020-08-01,Bogota,4,0.8333333333333334
2020-09-01,Bogota,2,0.8333333333333334
2020-10-01,Bogota,10,0.8333333333333334
2020-11-01,Bogota,10,0.8333333333333334
2020-12-01,Bogota,14,0.8333333333333334
2021-01-01,Bogota,20,0.8333333333333334
2021-02-01,Bogota,26,0.8333333333333334
2021-03-01,Bogota,22,0.8333333333333334
2021-04-01,Bogota,22,0.8333333333333334
2021-05-01,Bogota,20,0.8333333333333334
2021-06-01,Bogota,18,0.8333333333333334
2021-07-01,Bogota,6,0.8333333333333334
2021-11-01,Bogota,4,0.8333333333333334
2022-02-01,Bogota,2,0.8333333333333334
2022-03-01,Bogota,40,0.8333333333333334
2022-04-01,Bogota,18,0.8333333333333334
2022-05-01,Bogota,8,0.8333333333333334
2022-06-01,Bogota,32,0.8333333333333334
2022-07-01,Bogota,38,0.8333333333333334
2022-10-01,Bogota,44,0.8333333333333334
2020-01-01,Bodo,6,0.0
2020-02-01,Bodo,2,0.0
2020-03-01,Bodo,8,0.0
2020-04-01,Bodo,6,0.0
2020-05-01,Bodo,2,0.0
2020-08-01,Bodo,6,0.0
2020-09-01,Bodo,12,0.0
2020-11-01,Bodo,4,0.0
2020-12-01,Bodo,4,0.0
2021-01-01,Bodo,4,0.0
2021-02-01,Bodo,14,0.0
2021-03-01,Bodo,14,0.0
2021-04-01,Bodo,2,0.0
2021-05-01,Bodo,20,0.0
2021-07-01,Bodo,4,0.0
2021-08-01,Bodo,8,0.0
2021-09-01,Bodo,14,0.0
2021-10-01,Bodo,2,0.0
2021-12-01,Bodo,4,0.0
2022-01-01,Bodo,2,0.0
2022-02-01,Bodo,6,0.0
2022-03-01,Bodo,2,0.0
2022-04-01,Bodo,8,0.0
2022-05-01,Bodo,6,0.0
2022-06-01,Bodo,6,0.0
2022-07-01,Bodo,8,0.0
2022-08-01,Bodo,8,0.0
2022-09-01,Bodo,4,0.0
2022-10-01,Bodo,6,0.0
2020-01-01,Birmingham,24,1.3333333333333333
2020-02-01,Birmingham,28,1.3333333333333333
2020-03-01,Birmingham,26,1.3333333333333333
2020-04-01,Birmingham,4,1.3333333333333333
2020-05-01,Birmingham,4,1.3333333333333333
2020-06-01,Birmingham,2,1.3333333333333333
2020-07-01,Birmingham,20,1.3333333333333333
2020-08-01,Birmingham,20,1.3333333333333333
2020-09-01,Birmingham,10,1.3333333333333333
2020-10-01,Birmingham,8,1.3333333333333333
2020-11-01,Birmingham,8,1.3333333333333333
2020-12-01,Birmingham,10,1.3333333333333333
2021-01-01,Birmingham,6,1.3333333333333333
2021-02-01,Birmingham,2,1.3333333333333333
2021-03-01,Birmingham,10,1.3333333333333333
2021-04-01,Birmingham,12,1.3333333333333333
2021-05-01,Birmingham,10,1.3333333333333333
2021-06-01,Birmingham,18,1.3333333333333333
2021-07-01,Birmingham,22,1.3333333333333333
2021-08-01,Birmingham,20,1.3333333333333333
2021-09-01,Birmingham,36,1.3333333333333333
2021-10-01,Birmingham,38,1.3333333333333333
2021-11-01,Birmingham,30,1.3333333333333333
2021-12-01,Birmingham,28,1.3333333333333333
2022-01-01,Birmingham,20,1.3333333333333333
2022-02-01,Birmingham,32,1.3333333333333333
2022-03-01,Birmingham,26,1.3333333333333333
2022-04-01,Birmingham,54,1.3333333333333333
2022-05-01,Birmingham,36,1.3333333333333333
2022-06-01,Birmingham,66,1.3333333333333333
2022-07-01,Birmingham,52,1.3333333333333333
2022-08-01,Birmingham,56,1.3333333333333333
2022-09-01,Birmingham,64,1.3333333333333333
2022-10-01,Birmingham,56,1.3333333333333333
2020-01-01,Billund,8,2.25
2020-02-01,Billund,28,2.25
2020-03-01,Billund,16,2.25
2020-04-01,Billund,2,2.25
2020-05-01,Billund,4,2.25
2020-06-01,Billund,2,2.25
2020-07-01,Billund,4,2.25
2020-08-01,Billund,8,2.25
2020-09-01,Billund,16,2.25
2020-10-01,Billund,2,2.25
2020-11-01,Billund,18,2.25
2020-12-01,Billund,6,2.25
2021-01-01,Billund,2,2.25
2021-03-01,Billund,8,2.25
2021-04-01,Billund,8,2.25
2021-05-01,Billund,6,2.25
2021-06-01,Billund,12,2.25
2021-07-01,Billund,30,2.25
2021-08-01,Billund,26,2.25
2021-09-01,Billund,26,2.25
2021-10-01,Billund,22,2.25
2021-11-01,Billund,12,2.25
2021-12-01,Billund,22,2.25
2022-01-01,Billund,18,2.25
2022-02-01,Billund,10,2.25
2022-03-01,Billund,18,2.25
2022-04-01,Billund,28,2.25
2022-05-01,Billund,12,2.25
2022-06-01,Billund,18,2.25
2022-07-01,Billund,26,2.25
2022-08-01,Billund,34,2.25
2022-09-01,Billund,24,2.25
2022-10-01,Billund,26,2.25
2020-01-01,Biggin Hill,6,0.6666666666666666
2020-02-01,Biggin Hill,8,0.6666666666666666
2020-03-01,Biggin Hill,6,0.6666666666666666
2020-04-01,Biggin Hill,2,0.6666666666666666
2020-05-01,Biggin Hill,6,0.6666666666666666
2020-06-01,Biggin Hill,6,0.6666666666666666
2020-07-01,Biggin Hill,4,0.6666666666666666
2020-09-01,Biggin Hill,2,0.6666666666666666
2020-10-01,Biggin Hill,10,0.6666666666666666
2020-11-01,Biggin Hill,2,0.6666666666666666
2020-12-01,Biggin Hill,8,0.6666666666666666
2021-01-01,Biggin Hill,2,0.6666666666666666
2021-03-01,Biggin Hill,6,0.6666666666666666
2021-04-01,Biggin Hill,6,0.6666666666666666
2021-05-01,Biggin Hill,6,0.6666666666666666
2021-06-01,Biggin Hill,12,0.6666666666666666
2021-07-01,Biggin Hill,14,0.6666666666666666
2021-08-01,Biggin Hill,6,0.6666666666666666
2021-09-01,Biggin Hill,8,0.6666666666666666
2021-10-01,Biggin Hill,8,0.6666666666666666
2021-11-01,Biggin Hill,4,0.6666666666666666
2021-12-01,Biggin Hill,14,0.6666666666666666
2022-01-01,Biggin Hill,8,0.6666666666666666
2022-02-01,Biggin Hill,18,0.6666666666666666
2022-03-01,Biggin Hill,8,0.6666666666666666
2022-04-01,Biggin Hill,6,0.6666666666666666
2022-05-01,Biggin Hill,22,0.6666666666666666
2022-06-01,Biggin Hill,12,0.6666666666666666
2022-07-01,Biggin Hill,24,0.6666666666666666
2022-08-01,Biggin Hill,12,0.6666666666666666
2022-09-01,Biggin Hill,10,0.6666666666666666
2022-10-01,Biggin Hill,10,0.6666666666666666
2020-01-01,Bermuda,8,-0.75
2020-02-01,Bermuda,6,-0.75
2020-05-01,Bermuda,2,-0.75
2020-06-01,Bermuda,2,-0.75
2020-07-01,Bermuda,2,-0.75
2020-08-01,Bermuda,2,-0.75
2020-09-01,Bermuda,2,-0.75
2020-10-01,Bermuda,4,-0.75
2020-11-01,Bermuda,4,-0.75
2021-01-01,Bermuda,2,-0.75
2021-02-01,Bermuda,2,-0.75
2021-03-01,Bermuda,2,-0.75
2021-05-01,Bermuda,4,-0.75
2021-06-01,Bermuda,4,-0.75
2021-10-01,Bermuda,6,-0.75
2021-11-01,Bermuda,2,-0.75
2021-12-01,Bermuda,2,-0.75
2022-01-01,Bermuda,2,-0.75
2022-02-01,Bermuda,4,-0.75
2022-03-01,Bermuda,6,-0.75
2022-04-01,Bermuda,4,-0.75
2022-05-01,Bermuda,12,-0.75
2022-06-01,Bermuda,4,-0.75
2022-07-01,Bermuda,4,-0.75
2022-08-01,Bermuda,2,-0.75
2022-09-01,Bermuda,2,-0.75
2022-10-01,Bermuda,2,-0.75
2020-01-01,Berlin,152,-0.039473684210526314
2020-02-01,Berlin,178,-0.039473684210526314
2020-03-01,Berlin,102,-0.039473684210526314
2020-04-01,Berlin,16,-0.039473684210526314
2020-05-01,Berlin,8,-0.039473684210526314
2020-06-01,Berlin,50,-0.039473684210526314
2020-07-01,Berlin,62,-0.039473684210526314
2020-08-01,Berlin,78,-0.039473684210526314
2020-09-01,Berlin,62,-0.039473684210526314
2020-10-01,Berlin,84,-0.039473684210526314
2020-11-01,Berlin,38,-0.039473684210526314
2020-12-01,Berlin,28,-0.039473684210526314
2021-01-01,Berlin,38,-0.039473684210526314
2021-02-01,Berlin,20,-0.039473684210526314
2021-03-01,Berlin,20,-0.039473684210526314
2021-04-01,Berlin,34,-0.039473684210526314
2021-05-01,Berlin,44,-0.039473684210526314
2021-06-01,Berlin,52,-0.039473684210526314
2021-07-01,Berlin,118,-0.039473684210526314
2021-08-01,Berlin,82,-0.039473684210526314
2021-09-01,Berlin,82,-0.039473684210526314
2021-10-01,Berlin,82,-0.039473684210526314
2021-11-01,Berlin,114,-0.039473684210526314
2021-12-01,Berlin,150,-0.039473684210526314
2022-01-01,Berlin,74,-0.039473684210526314
2022-02-01,Berlin,74,-0.039473684210526314
2022-03-01,Berlin,78,-0.039473684210526314
2022-04-01,Berlin,122,-0.039473684210526314
2022-05-01,Berlin,108,-0.039473684210526314
2022-06-01,Berlin,104,-0.039473684210526314
2022-07-01,Berlin,80,-0.039473684210526314
2022-08-01,Berlin,100,-0.039473684210526314
2022-09-01,Berlin,138,-0.039473684210526314
2022-10-01,Berlin,146,-0.039473684210526314
2020-01-01,Bergen,18,3.3333333333333335
2020-02-01,Bergen,6,3.3333333333333335
2020-03-01,Bergen,4,3.3333333333333335
2020-06-01,Bergen,4,3.3333333333333335
2020-07-01,Bergen,8,3.3333333333333335
2020-08-01,Bergen,8,3.3333333333333335
2020-09-01,Bergen,16,3.3333333333333335
2020-10-01,Bergen,4,3.3333333333333335
2020-11-01,Bergen,6,3.3333333333333335
2020-12-01,Bergen,4,3.3333333333333335
2021-01-01,Bergen,10,3.3333333333333335
2021-02-01,Bergen,14,3.3333333333333335
2021-03-01,Bergen,18,3.3333333333333335
2021-04-01,Bergen,24,3.3333333333333335
2021-05-01,Bergen,14,3.3333333333333335
2021-06-01,Bergen,38,3.3333333333333335
2021-07-01,Bergen,20,3.3333333333333335
2021-08-01,Bergen,32,3.3333333333333335
2021-09-01,Bergen,52,3.3333333333333335
2021-10-01,Bergen,34,3.3333333333333335
2021-11-01,Bergen,60,3.3333333333333335
2021-12-01,Bergen,32,3.3333333333333335
2022-01-01,Bergen,36,3.3333333333333335
2022-02-01,Bergen,22,3.3333333333333335
2022-03-01,Bergen,38,3.3333333333333335
2022-04-01,Bergen,32,3.3333333333333335
2022-05-01,Bergen,44,3.3333333333333335
2022-06-01,Bergen,54,3.3333333333333335
2022-07-01,Bergen,28,3.3333333333333335
2022-08-01,Bergen,34,3.3333333333333335
2022-09-01,Bergen,56,3.3333333333333335
2022-10-01,Bergen,78,3.3333333333333335
2020-01-01,Bergamo,50,-0.12
2020-02-01,Bergamo,64,-0.12
2020-03-01,Bergamo,24,-0.12
2020-04-01,Bergamo,2,-0.12
2020-05-01,Bergamo,4,-0.12
2020-06-01,Bergamo,2,-0.12
2020-07-01,Bergamo,16,-0.12
2020-08-01,Bergamo,34,-0.12
2020-09-01,Bergamo,20,-0.12
2020-10-01,Bergamo,10,-0.12
2020-11-01,Bergamo,16,-0.12
2020-12-01,Bergamo,4,-0.12
2021-01-01,Bergamo,6,-0.12
2021-02-01,Bergamo,4,-0.12
2021-03-01,Bergamo,4,-0.12
2021-04-01,Bergamo,4,-0.12
2021-05-01,Bergamo,2,-0.12
2021-06-01,Bergamo,26,-0.12
2021-07-01,Bergamo,30,-0.12
2021-08-01,Bergamo,42,-0.12
2021-09-01,Bergamo,38,-0.12
2021-10-01,Bergamo,54,-0.12
2021-11-01,Bergamo,36,-0.12
2021-12-01,Bergamo,44,-0.12
2022-01-01,Bergamo,30,-0.12
2022-02-01,Bergamo,32,-0.12
2022-03-01,Bergamo,48,-0.12
2022-04-01,Bergamo,60,-0.12
2022-05-01,Bergamo,56,-0.12
2022-06-01,Bergamo,70,-0.12
2022-07-01,Bergamo,40,-0.12
2022-08-01,Bergamo,38,-0.12
2022-09-01,Bergamo,38,-0.12
2022-10-01,Bergamo,44,-0.12
2020-01-01,Bentonville,26,-0.7692307692307693
2020-02-01,Bentonville,28,-0.7692307692307693
2020-03-01,Bentonville,14,-0.7692307692307693
2020-04-01,Bentonville,6,-0.7692307692307693
2020-05-01,Bentonville,4,-0.7692307692307693
2021-10-01,Bentonville,2,-0.7692307692307693
2022-07-01,Bentonville,2,-0.7692307692307693
2022-09-01,Bentonville,2,-0.7692307692307693
2022-10-01,Bentonville,6,-0.7692307692307693
2020-01-01,Bellingham,2,7.0
2020-02-01,Bellingham,8,7.0
2020-03-01,Bellingham,10,7.0
2020-04-01,Bellingham,2,7.0
2020-06-01,Bellingham,8,7.0
2020-07-01,Bellingham,2,7.0
2020-08-01,Bellingham,6,7.0
2020-09-01,Bellingham,4,7.0
2020-10-01,Bellingham,4,7.0
2020-11-01,Bellingham,2,7.0
2021-02-01,Bellingham,2,7.0
2021-03-01,Bellingham,8,7.0
2021-04-01,Bellingham,4,7.0
2021-05-01,Bellingham,2,7.0
2021-06-01,Bellingham,6,7.0
2021-07-01,Bellingham,2,7.0
2021-08-01,Bellingham,4,7.0
2021-09-01,Bellingham,4,7.0
2021-10-01,Bellingham,10,7.0
2021-11-01,Bellingham,12,7.0
2021-12-01,Bellingham,8,7.0
2022-01-01,Bellingham,4,7.0
2022-02-01,Bellingham,6,7.0
2022-03-01,Bellingham,4,7.0
2022-04-01,Bellingham,12,7.0
2022-05-01,Bellingham,8,7.0
2022-06-01,Bellingham,12,7.0
2022-07-01,Bellingham,18,7.0
2022-08-01,Bellingham,8,7.0
2022-09-01,Bellingham,8,7.0
2022-10-01,Bellingham,16,7.0
2020-01-01,Belgrade,4,9.5
2020-02-01,Belgrade,14,9.5
2020-03-01,Belgrade,8,9.5
2020-06-01,Belgrade,2,9.5
2020-07-01,Belgrade,10,9.5
2020-08-01,Belgrade,4,9.5
2020-09-01,Belgrade,2,9.5
2020-10-01,Belgrade,6,9.5
2020-11-01,Belgrade,4,9.5
2020-12-01,Belgrade,2,9.5
2021-01-01,Belgrade,4,9.5
2021-02-01,Belgrade,2,9.5
2021-03-01,Belgrade,2,9.5
2021-04-01,Belgrade,10,9.5
2021-05-01,Belgrade,8,9.5
2021-06-01,Belgrade,8,9.5
2021-07-01,Belgrade,10,9.5
2021-08-01,Belgrade,20,9.5
2021-09-01,Belgrade,14,9.5
2021-11-01,Belgrade,6,9.5
2021-12-01,Belgrade,10,9.5
2022-01-01,Belgrade,6,9.5
2022-02-01,Belgrade,22,9.5
2022-03-01,Belgrade,24,9.5
2022-04-01,Belgrade,28,9.5
2022-05-01,Belgrade,36,9.5
2022-06-01,Belgrade,38,9.5
