Month of Date,City,Number of Active Flights,Increase Percentage
2020-03-01,San Francisco,200,-0.13157894736842105
2020-04-01,San Francisco,54,-0.13157894736842105
2020-05-01,San Francisco,74,-0.13157894736842105
2020-06-01,San Francisco,104,-0.13157894736842105
2020-07-01,San Francisco,126,-0.13157894736842105
2020-08-01,San Francisco,154,-0.13157894736842105
2020-09-01,San Francisco,108,-0.13157894736842105
2020-10-01,San Francisco,130,-0.13157894736842105
2020-11-01,San Francisco,112,-0.13157894736842105
2020-12-01,San Francisco,124,-0.13157894736842105
2021-01-01,San Francisco,130,-0.13157894736842105
2021-02-01,San Francisco,92,-0.13157894736842105
2021-03-01,San Francisco,114,-0.13157894736842105
2021-04-01,San Francisco,158,-0.13157894736842105
2021-05-01,San Francisco,146,-0.13157894736842105
2021-06-01,San Francisco,170,-0.13157894736842105
2021-07-01,San Francisco,200,-0.13157894736842105
2021-08-01,San Francisco,220,-0.13157894736842105
2021-09-01,San Francisco,178,-0.13157894736842105
2021-10-01,San Francisco,244,-0.13157894736842105
2021-11-01,San Francisco,268,-0.13157894736842105
2021-12-01,San Francisco,212,-0.13157894736842105
2022-01-01,San Francisco,208,-0.13157894736842105
2022-02-01,San Francisco,214,-0.13157894736842105
2022-03-01,San Francisco,234,-0.13157894736842105
2022-04-01,San Francisco,192,-0.13157894736842105
2022-05-01,San Francisco,256,-0.13157894736842105
2022-06-01,San Francisco,288,-0.13157894736842105
2022-07-01,San Francisco,234,-0.13157894736842105
2022-08-01,San Francisco,234,-0.13157894736842105
2022-09-01,San Francisco,184,-0.13157894736842105
2022-10-01,San Francisco,264,-0.13157894736842105
2020-01-01,San Diego,148,0.02702702702702703
2020-02-01,San Diego,156,0.02702702702702703
2020-03-01,San Diego,152,0.02702702702702703
2020-04-01,San Diego,64,0.02702702702702703
2020-05-01,San Diego,44,0.02702702702702703
2020-06-01,San Diego,42,0.02702702702702703
2020-07-01,San Diego,94,0.02702702702702703
2020-08-01,San Diego,72,0.02702702702702703
2020-09-01,San Diego,92,0.02702702702702703
2020-10-01,San Diego,56,0.02702702702702703
2020-11-01,San Diego,66,0.02702702702702703
2020-12-01,San Diego,94,0.02702702702702703
2021-01-01,San Diego,64,0.02702702702702703
2021-02-01,San Diego,60,0.02702702702702703
2021-03-01,San Diego,86,0.02702702702702703
2021-04-01,San Diego,78,0.02702702702702703
2021-05-01,San Diego,118,0.02702702702702703
2021-06-01,San Diego,116,0.02702702702702703
2021-07-01,San Diego,106,0.02702702702702703
2021-08-01,San Diego,120,0.02702702702702703
2021-09-01,San Diego,106,0.02702702702702703
2021-10-01,San Diego,126,0.02702702702702703
2021-11-01,San Diego,120,0.02702702702702703
2021-12-01,San Diego,118,0.02702702702702703
2022-01-01,San Diego,128,0.02702702702702703
2022-02-01,San Diego,116,0.02702702702702703
2022-03-01,San Diego,136,0.02702702702702703
2022-04-01,San Diego,136,0.02702702702702703
2022-05-01,San Diego,148,0.02702702702702703
2022-06-01,San Diego,164,0.02702702702702703
2022-07-01,San Diego,158,0.02702702702702703
2022-08-01,San Diego,148,0.02702702702702703
2022-09-01,San Diego,142,0.02702702702702703
2022-10-01,San Diego,152,0.02702702702702703
2020-01-01,San Carlos,10,-0.8
2020-02-01,San Carlos,6,-0.8
2020-03-01,San Carlos,6,-0.8
2020-05-01,San Carlos,4,-0.8
2020-06-01,San Carlos,2,-0.8
2020-07-01,San Carlos,10,-0.8
2020-08-01,San Carlos,8,-0.8
2020-09-01,San Carlos,6,-0.8
2020-10-01,San Carlos,8,-0.8
2020-11-01,San Carlos,14,-0.8
2020-12-01,San Carlos,8,-0.8
2021-01-01,San Carlos,6,-0.8
2021-02-01,San Carlos,4,-0.8
2021-03-01,San Carlos,2,-0.8
2021-04-01,San Carlos,4,-0.8
2021-05-01,San Carlos,10,-0.8
2021-06-01,San Carlos,10,-0.8
2021-07-01,San Carlos,8,-0.8
2021-08-01,San Carlos,8,-0.8
2021-09-01,San Carlos,6,-0.8
2021-10-01,San Carlos,14,-0.8
2021-11-01,San Carlos,14,-0.8
2021-12-01,San Carlos,8,-0.8
2022-01-01,San Carlos,10,-0.8
2022-02-01,San Carlos,12,-0.8
2022-03-01,San Carlos,6,-0.8
2022-04-01,San Carlos,8,-0.8
2022-05-01,San Carlos,8,-0.8
2022-06-01,San Carlos,4,-0.8
2022-07-01,San Carlos,10,-0.8
2022-08-01,San Carlos,4,-0.8
2022-09-01,San Carlos,8,-0.8
2022-10-01,San Carlos,2,-0.8
2020-01-01,San Antonio,50,0.76
2020-02-01,San Antonio,68,0.76
2020-03-01,San Antonio,72,0.76
2020-04-01,San Antonio,36,0.76
2020-05-01,San Antonio,42,0.76
2020-06-01,San Antonio,34,0.76
2020-07-01,San Antonio,40,0.76
2020-08-01,San Antonio,22,0.76
2020-09-01,San Antonio,48,0.76
2020-10-01,San Antonio,74,0.76
2020-11-01,San Antonio,54,0.76
2020-12-01,San Antonio,70,0.76
2021-01-01,San Antonio,66,0.76
2021-02-01,San Antonio,44,0.76
2021-03-01,San Antonio,40,0.76
2021-04-01,San Antonio,68,0.76
2021-05-01,San Antonio,50,0.76
2021-06-01,San Antonio,64,0.76
2021-07-01,San Antonio,52,0.76
2021-08-01,San Antonio,44,0.76
2021-09-01,San Antonio,60,0.76
2021-10-01,San Antonio,70,0.76
2021-11-01,San Antonio,28,0.76
2021-12-01,San Antonio,86,0.76
2022-01-01,San Antonio,72,0.76
2022-02-01,San Antonio,80,0.76
2022-03-01,San Antonio,72,0.76
2022-04-01,San Antonio,96,0.76
2022-05-01,San Antonio,86,0.76
2022-06-01,San Antonio,76,0.76
2022-07-01,San Antonio,74,0.76
2022-08-01,San Antonio,76,0.76
2022-09-01,San Antonio,100,0.76
2022-10-01,San Antonio,88,0.76
2020-01-01,Samedan,4,-0.5
2020-03-01,Samedan,2,-0.5
2020-12-01,Samedan,2,-0.5
2021-01-01,Samedan,2,-0.5
2021-04-01,Samedan,2,-0.5
2021-09-01,Samedan,2,-0.5
2022-01-01,Samedan,4,-0.5
2022-02-01,Samedan,2,-0.5
2022-03-01,Samedan,4,-0.5
2022-10-01,Samedan,2,-0.5
2020-01-01,Salzburg,16,-0.375
2020-02-01,Salzburg,30,-0.375
2020-03-01,Salzburg,14,-0.375
2020-05-01,Salzburg,2,-0.375
2020-06-01,Salzburg,2,-0.375
2020-07-01,Salzburg,6,-0.375
2020-08-01,Salzburg,12,-0.375
2020-09-01,Salzburg,6,-0.375
2020-10-01,Salzburg,6,-0.375
2020-11-01,Salzburg,4,-0.375
2021-01-01,Salzburg,2,-0.375
2021-04-01,Salzburg,4,-0.375
2021-05-01,Salzburg,4,-0.375
2021-06-01,Salzburg,6,-0.375
2021-07-01,Salzburg,6,-0.375
2021-08-01,Salzburg,12,-0.375
2021-09-01,Salzburg,12,-0.375
2021-10-01,Salzburg,12,-0.375
2021-11-01,Salzburg,8,-0.375
2021-12-01,Salzburg,8,-0.375
2022-01-01,Salzburg,16,-0.375
2022-02-01,Salzburg,16,-0.375
2022-03-01,Salzburg,14,-0.375
2022-04-01,Salzburg,16,-0.375
2022-05-01,Salzburg,12,-0.375
2022-06-01,Salzburg,20,-0.375
2022-07-01,Salzburg,6,-0.375
2022-08-01,Salzburg,10,-0.375
2022-09-01,Salzburg,8,-0.375
2022-10-01,Salzburg,10,-0.375
2020-01-01,Salt Lake City,34,3.4705882352941178
2020-02-01,Salt Lake City,32,3.4705882352941178
2020-03-01,Salt Lake City,58,3.4705882352941178
2020-04-01,Salt Lake City,18,3.4705882352941178
2020-05-01,Salt Lake City,10,3.4705882352941178
2020-06-01,Salt Lake City,16,3.4705882352941178
2020-07-01,Salt Lake City,16,3.4705882352941178
2020-08-01,Salt Lake City,28,3.4705882352941178
2020-09-01,Salt Lake City,26,3.4705882352941178
2020-11-01,Salt Lake City,18,3.4705882352941178
2020-12-01,Salt Lake City,100,3.4705882352941178
2021-01-01,Salt Lake City,118,3.4705882352941178
2021-02-01,Salt Lake City,118,3.4705882352941178
2021-03-01,Salt Lake City,106,3.4705882352941178
2021-04-01,Salt Lake City,112,3.4705882352941178
2021-05-01,Salt Lake City,130,3.4705882352941178
2021-06-01,Salt Lake City,106,3.4705882352941178
2021-07-01,Salt Lake City,122,3.4705882352941178
2021-08-01,Salt Lake City,84,3.4705882352941178
2021-09-01,Salt Lake City,118,3.4705882352941178
2021-10-01,Salt Lake City,110,3.4705882352941178
2021-11-01,Salt Lake City,114,3.4705882352941178
2021-12-01,Salt Lake City,104,3.4705882352941178
2022-01-01,Salt Lake City,76,3.4705882352941178
2022-02-01,Salt Lake City,12,3.4705882352941178
2022-03-01,Salt Lake City,4,3.4705882352941178
2022-04-01,Salt Lake City,24,3.4705882352941178
2022-05-01,Salt Lake City,14,3.4705882352941178
2022-06-01,Salt Lake City,26,3.4705882352941178
2022-07-01,Salt Lake City,36,3.4705882352941178
2022-08-01,Salt Lake City,24,3.4705882352941178
2022-09-01,Salt Lake City,144,3.4705882352941178
2022-10-01,Salt Lake City,152,3.4705882352941178
2020-01-01,Saint Catherines,2,0.0
2020-02-01,Saint Catherines,4,0.0
2020-03-01,Saint Catherines,4,0.0
2020-07-01,Saint Catherines,6,0.0
2020-08-01,Saint Catherines,14,0.0
2020-09-01,Saint Catherines,2,0.0
2020-10-01,Saint Catherines,8,0.0
2020-11-01,Saint Catherines,8,0.0
2020-12-01,Saint Catherines,4,0.0
2021-02-01,Saint Catherines,4,0.0
2021-03-01,Saint Catherines,2,0.0
2021-04-01,Saint Catherines,4,0.0
2021-05-01,Saint Catherines,2,0.0
2021-06-01,Saint Catherines,6,0.0
2021-07-01,Saint Catherines,8,0.0
2021-08-01,Saint Catherines,14,0.0
2021-09-01,Saint Catherines,10,0.0
2021-10-01,Saint Catherines,2,0.0
2021-11-01,Saint Catherines,6,0.0
2021-12-01,Saint Catherines,2,0.0
2022-01-01,Saint Catherines,8,0.0
2022-02-01,Saint Catherines,4,0.0
2022-03-01,Saint Catherines,2,0.0
2022-04-01,Saint Catherines,6,0.0
2022-05-01,Saint Catherines,6,0.0
2022-06-01,Saint Catherines,4,0.0
2022-07-01,Saint Catherines,4,0.0
2022-08-01,Saint Catherines,2,0.0
2022-09-01,Saint Catherines,6,0.0
2022-10-01,Saint Catherines,2,0.0
2020-01-01,Sacramento,92,0.13043478260869565
2020-02-01,Sacramento,76,0.13043478260869565
2020-03-01,Sacramento,96,0.13043478260869565
2020-04-01,Sacramento,28,0.13043478260869565
2020-05-01,Sacramento,32,0.13043478260869565
2020-06-01,Sacramento,32,0.13043478260869565
2020-07-01,Sacramento,54,0.13043478260869565
2020-08-01,Sacramento,70,0.13043478260869565
2020-09-01,Sacramento,40,0.13043478260869565
2020-10-01,Sacramento,42,0.13043478260869565
2020-11-01,Sacramento,68,0.13043478260869565
2020-12-01,Sacramento,56,0.13043478260869565
2021-01-01,Sacramento,28,0.13043478260869565
2021-02-01,Sacramento,46,0.13043478260869565
2021-03-01,Sacramento,68,0.13043478260869565
2021-04-01,Sacramento,22,0.13043478260869565
2021-05-01,Sacramento,10,0.13043478260869565
2021-06-01,Sacramento,18,0.13043478260869565
2021-07-01,Sacramento,32,0.13043478260869565
2021-08-01,Sacramento,30,0.13043478260869565
2021-09-01,Sacramento,24,0.13043478260869565
2021-10-01,Sacramento,12,0.13043478260869565
2021-11-01,Sacramento,10,0.13043478260869565
2021-12-01,Sacramento,6,0.13043478260869565
2022-01-01,Sacramento,16,0.13043478260869565
2022-02-01,Sacramento,12,0.13043478260869565
2022-03-01,Sacramento,16,0.13043478260869565
2022-04-01,Sacramento,10,0.13043478260869565
2022-05-01,Sacramento,18,0.13043478260869565
2022-06-01,Sacramento,16,0.13043478260869565
2022-07-01,Sacramento,18,0.13043478260869565
2022-08-01,Sacramento,60,0.13043478260869565
2022-09-01,Sacramento,82,0.13043478260869565
2022-10-01,Sacramento,104,0.13043478260869565
2020-01-01,Sabadell,24,-0.75
2020-02-01,Sabadell,8,-0.75
2020-03-01,Sabadell,4,-0.75
2020-06-01,Sabadell,6,-0.75
2020-07-01,Sabadell,10,-0.75
2020-08-01,Sabadell,4,-0.75
2020-09-01,Sabadell,6,-0.75
2020-10-01,Sabadell,2,-0.75
2020-11-01,Sabadell,4,-0.75
2021-01-01,Sabadell,2,-0.75
2021-02-01,Sabadell,8,-0.75
2021-03-01,Sabadell,4,-0.75
2021-04-01,Sabadell,2,-0.75
2021-07-01,Sabadell,4,-0.75
2021-11-01,Sabadell,6,-0.75
2021-12-01,Sabadell,4,-0.75
2022-01-01,Sabadell,2,-0.75
2022-02-01,Sabadell,2,-0.75
2022-03-01,Sabadell,2,-0.75
2022-05-01,Sabadell,4,-0.75
2022-07-01,Sabadell,8,-0.75
2022-09-01,Sabadell,12,-0.75
2022-10-01,Sabadell,6,-0.75
2020-01-01,Saarbruecken,4,0.5
2020-02-01,Saarbruecken,8,0.5
2020-03-01,Saarbruecken,2,0.5
2021-04-01,Saarbruecken,2,0.5
2021-08-01,Saarbruecken,2,0.5
2021-10-01,Saarbruecken,4,0.5
2021-12-01,Saarbruecken,4,0.5
2022-04-01,Saarbruecken,2,0.5
2022-05-01,Saarbruecken,2,0.5
2022-07-01,Saarbruecken,2,0.5
2022-09-01,Saarbruecken,4,0.5
2022-10-01,Saarbruecken,6,0.5
2020-01-01,Rotterdam,6,1.6666666666666667
2020-02-01,Rotterdam,6,1.6666666666666667
2020-03-01,Rotterdam,8,1.6666666666666667
2020-04-01,Rotterdam,4,1.6666666666666667
2020-05-01,Rotterdam,8,1.6666666666666667
2020-06-01,Rotterdam,4,1.6666666666666667
2020-07-01,Rotterdam,20,1.6666666666666667
2020-08-01,Rotterdam,18,1.6666666666666667
2020-09-01,Rotterdam,4,1.6666666666666667
2020-10-01,Rotterdam,4,1.6666666666666667
2020-11-01,Rotterdam,2,1.6666666666666667
2020-12-01,Rotterdam,2,1.6666666666666667
2021-01-01,Rotterdam,2,1.6666666666666667
2021-02-01,Rotterdam,4,1.6666666666666667
2021-03-01,Rotterdam,4,1.6666666666666667
2021-04-01,Rotterdam,6,1.6666666666666667
2021-05-01,Rotterdam,4,1.6666666666666667
2021-06-01,Rotterdam,14,1.6666666666666667
2021-07-01,Rotterdam,16,1.6666666666666667
2021-08-01,Rotterdam,14,1.6666666666666667
2021-09-01,Rotterdam,16,1.6666666666666667
2021-10-01,Rotterdam,8,1.6666666666666667
2021-11-01,Rotterdam,10,1.6666666666666667
2021-12-01,Rotterdam,2,1.6666666666666667
2022-01-01,Rotterdam,8,1.6666666666666667
2022-02-01,Rotterdam,10,1.6666666666666667
2022-03-01,Rotterdam,16,1.6666666666666667
2022-04-01,Rotterdam,14,1.6666666666666667
2022-05-01,Rotterdam,14,1.6666666666666667
2022-06-01,Rotterdam,16,1.6666666666666667
2022-07-01,Rotterdam,18,1.6666666666666667
2022-08-01,Rotterdam,10,1.6666666666666667
2022-09-01,Rotterdam,6,1.6666666666666667
2022-10-01,Rotterdam,16,1.6666666666666667
2020-01-01,Rotorua,4,1.0
2020-03-01,Rotorua,2,1.0
2020-07-01,Rotorua,4,1.0
2020-08-01,Rotorua,2,1.0
2020-09-01,Rotorua,2,1.0
2020-10-01,Rotorua,4,1.0
2020-12-01,Rotorua,4,1.0
2021-02-01,Rotorua,2,1.0
2021-03-01,Rotorua,2,1.0
2021-04-01,Rotorua,12,1.0
2021-05-01,Rotorua,6,1.0
2021-06-01,Rotorua,6,1.0
2021-07-01,Rotorua,4,1.0
2021-09-01,Rotorua,2,1.0
2021-10-01,Rotorua,2,1.0
2021-11-01,Rotorua,4,1.0
2021-12-01,Rotorua,8,1.0
2022-01-01,Rotorua,8,1.0
2022-03-01,Rotorua,2,1.0
2022-04-01,Rotorua,8,1.0
2022-06-01,Rotorua,4,1.0
2022-08-01,Rotorua,6,1.0
2022-09-01,Rotorua,2,1.0
2022-10-01,Rotorua,8,1.0
2020-01-01,Rothwell,2,2.0
2020-03-01,Rothwell,4,2.0
2020-04-01,Rothwell,2,2.0
2020-05-01,Rothwell,2,2.0
2020-07-01,Rothwell,4,2.0
2020-08-01,Rothwell,4,2.0
2020-09-01,Rothwell,2,2.0
2020-11-01,Rothwell,4,2.0
2020-12-01,Rothwell,2,2.0
2021-01-01,Rothwell,8,2.0
2021-03-01,Rothwell,2,2.0
2021-04-01,Rothwell,8,2.0
2021-05-01,Rothwell,6,2.0
2021-06-01,Rothwell,4,2.0
2021-07-01,Rothwell,2,2.0
2021-09-01,Rothwell,8,2.0
2021-10-01,Rothwell,2,2.0
2021-11-01,Rothwell,4,2.0
2022-02-01,Rothwell,4,2.0
2022-03-01,Rothwell,4,2.0
2022-04-01,Rothwell,2,2.0
2022-05-01,Rothwell,6,2.0
2022-07-01,Rothwell,2,2.0
2022-08-01,Rothwell,2,2.0
2022-09-01,Rothwell,6,2.0
2022-10-01,Rothwell,6,2.0
2020-01-01,Rome,194,-0.14432989690721648
2020-02-01,Rome,172,-0.14432989690721648
2020-03-01,Rome,60,-0.14432989690721648
2020-04-01,Rome,8,-0.14432989690721648
2020-05-01,Rome,20,-0.14432989690721648
2020-06-01,Rome,46,-0.14432989690721648
2020-07-01,Rome,82,-0.14432989690721648
2020-08-01,Rome,124,-0.14432989690721648
2020-09-01,Rome,100,-0.14432989690721648
2020-10-01,Rome,70,-0.14432989690721648
2020-11-01,Rome,58,-0.14432989690721648
2020-12-01,Rome,58,-0.14432989690721648
2021-01-01,Rome,48,-0.14432989690721648
2021-02-01,Rome,48,-0.14432989690721648
2021-03-01,Rome,38,-0.14432989690721648
2021-04-01,Rome,50,-0.14432989690721648
2021-05-01,Rome,60,-0.14432989690721648
2021-06-01,Rome,82,-0.14432989690721648
2021-07-01,Rome,130,-0.14432989690721648
2021-08-01,Rome,128,-0.14432989690721648
2021-09-01,Rome,102,-0.14432989690721648
2021-10-01,Rome,116,-0.14432989690721648
2021-11-01,Rome,108,-0.14432989690721648
2021-12-01,Rome,124,-0.14432989690721648
2022-01-01,Rome,84,-0.14432989690721648
2022-02-01,Rome,104,-0.14432989690721648
2022-03-01,Rome,112,-0.14432989690721648
2022-04-01,Rome,170,-0.14432989690721648
2022-05-01,Rome,170,-0.14432989690721648
2022-06-01,Rome,172,-0.14432989690721648
2022-07-01,Rome,152,-0.14432989690721648
2022-08-01,Rome,190,-0.14432989690721648
2022-09-01,Rome,164,-0.14432989690721648
2022-10-01,Rome,166,-0.14432989690721648
2020-01-01,Rockford,4,0.5
2020-02-01,Rockford,12,0.5
2020-03-01,Rockford,2,0.5
2020-04-01,Rockford,10,0.5
2020-05-01,Rockford,4,0.5
2020-06-01,Rockford,16,0.5
2020-07-01,Rockford,14,0.5
2020-08-01,Rockford,8,0.5
2020-09-01,Rockford,10,0.5
2020-10-01,Rockford,4,0.5
2020-11-01,Rockford,4,0.5
2020-12-01,Rockford,16,0.5
2021-01-01,Rockford,8,0.5
2021-02-01,Rockford,10,0.5
2021-03-01,Rockford,14,0.5
2021-04-01,Rockford,4,0.5
2021-05-01,Rockford,8,0.5
2021-06-01,Rockford,2,0.5
2021-07-01,Rockford,16,0.5
2021-08-01,Rockford,10,0.5
2021-09-01,Rockford,8,0.5
2021-10-01,Rockford,8,0.5
2021-11-01,Rockford,14,0.5
2021-12-01,Rockford,4,0.5
2022-01-01,Rockford,6,0.5
2022-02-01,Rockford,4,0.5
2022-03-01,Rockford,6,0.5
2022-04-01,Rockford,6,0.5
2022-05-01,Rockford,6,0.5
2022-06-01,Rockford,8,0.5
2022-07-01,Rockford,10,0.5
2022-08-01,Rockford,8,0.5
2022-09-01,Rockford,2,0.5
2022-10-01,Rockford,6,0.5
2020-01-01,Rock Hill,66,0.5757575757575758
2020-03-01,Rock Hill,2,0.5757575757575758
2020-12-01,Rock Hill,2,0.5757575757575758
2021-10-01,Rock Hill,4,0.5757575757575758
2022-02-01,Rock Hill,50,0.5757575757575758
2022-03-01,Rock Hill,66,0.5757575757575758
2022-04-01,Rock Hill,36,0.5757575757575758
2022-05-01,Rock Hill,36,0.5757575757575758
2022-06-01,Rock Hill,14,0.5757575757575758
2022-07-01,Rock Hill,26,0.5757575757575758
2022-08-01,Rock Hill,52,0.5757575757575758
2022-09-01,Rock Hill,48,0.5757575757575758
2022-10-01,Rock Hill,104,0.5757575757575758
2020-01-01,Rochester,36,-0.2222222222222222
2020-02-01,Rochester,42,-0.2222222222222222
2020-03-01,Rochester,38,-0.2222222222222222
2020-04-01,Rochester,12,-0.2222222222222222
2020-05-01,Rochester,4,-0.2222222222222222
2020-06-01,Rochester,10,-0.2222222222222222
2020-07-01,Rochester,10,-0.2222222222222222
2020-08-01,Rochester,22,-0.2222222222222222
2020-09-01,Rochester,10,-0.2222222222222222
2020-10-01,Rochester,20,-0.2222222222222222
2020-11-01,Rochester,8,-0.2222222222222222
2020-12-01,Rochester,26,-0.2222222222222222
2021-01-01,Rochester,18,-0.2222222222222222
2021-02-01,Rochester,14,-0.2222222222222222
2021-03-01,Rochester,26,-0.2222222222222222
2021-04-01,Rochester,22,-0.2222222222222222
2021-05-01,Rochester,18,-0.2222222222222222
2021-06-01,Rochester,32,-0.2222222222222222
2021-07-01,Rochester,26,-0.2222222222222222
2021-08-01,Rochester,32,-0.2222222222222222
2021-09-01,Rochester,32,-0.2222222222222222
2021-10-01,Rochester,26,-0.2222222222222222
2021-11-01,Rochester,32,-0.2222222222222222
2021-12-01,Rochester,28,-0.2222222222222222
2022-01-01,Rochester,24,-0.2222222222222222
2022-02-01,Rochester,16,-0.2222222222222222
2022-03-01,Rochester,46,-0.2222222222222222
2022-04-01,Rochester,48,-0.2222222222222222
2022-05-01,Rochester,36,-0.2222222222222222
2022-06-01,Rochester,32,-0.2222222222222222
2022-07-01,Rochester,38,-0.2222222222222222
2022-08-01,Rochester,28,-0.2222222222222222
2022-09-01,Rochester,22,-0.2222222222222222
2022-10-01,Rochester,28,-0.2222222222222222
2020-01-01,Roanoke VA,14,0.14285714285714285
2020-02-01,Roanoke VA,2,0.14285714285714285
2020-03-01,Roanoke VA,14,0.14285714285714285
2022-08-01,Roanoke VA,14,0.14285714285714285
2022-09-01,Roanoke VA,16,0.14285714285714285
2022-10-01,Roanoke VA,16,0.14285714285714285
2020-01-01,Riyadh,20,-0.6
2020-02-01,Riyadh,40,-0.6
2020-03-01,Riyadh,16,-0.6
2020-04-01,Riyadh,4,-0.6
2020-05-01,Riyadh,10,-0.6
2020-06-01,Riyadh,14,-0.6
2020-07-01,Riyadh,16,-0.6
2020-08-01,Riyadh,6,-0.6
2020-09-01,Riyadh,18,-0.6
2020-10-01,Riyadh,8,-0.6
2020-11-01,Riyadh,4,-0.6
2020-12-01,Riyadh,14,-0.6
2021-01-01,Riyadh,12,-0.6
2021-02-01,Riyadh,6,-0.6
2021-03-01,Riyadh,6,-0.6
2021-04-01,Riyadh,18,-0.6
2021-05-01,Riyadh,16,-0.6
2021-06-01,Riyadh,18,-0.6
2021-07-01,Riyadh,12,-0.6
2021-08-01,Riyadh,14,-0.6
2021-09-01,Riyadh,18,-0.6
2021-10-01,Riyadh,16,-0.6
2021-11-01,Riyadh,6,-0.6
2021-12-01,Riyadh,4,-0.6
2022-01-01,Riyadh,28,-0.6
2022-02-01,Riyadh,18,-0.6
2022-03-01,Riyadh,16,-0.6
2022-04-01,Riyadh,22,-0.6
2022-05-01,Riyadh,12,-0.6
2022-06-01,Riyadh,20,-0.6
2022-07-01,Riyadh,26,-0.6
2022-08-01,Riyadh,40,-0.6
2022-09-01,Riyadh,36,-0.6
2022-10-01,Riyadh,8,-0.6
2020-01-01,Riverside,48,-0.9166666666666666
2020-02-01,Riverside,20,-0.9166666666666666
2020-03-01,Riverside,52,-0.9166666666666666
2020-04-01,Riverside,22,-0.9166666666666666
2020-05-01,Riverside,6,-0.9166666666666666
2020-07-01,Riverside,4,-0.9166666666666666
2020-08-01,Riverside,2,-0.9166666666666666
2020-10-01,Riverside,20,-0.9166666666666666
2020-11-01,Riverside,46,-0.9166666666666666
2020-12-01,Riverside,36,-0.9166666666666666
2021-01-01,Riverside,56,-0.9166666666666666
2021-02-01,Riverside,26,-0.9166666666666666
2021-03-01,Riverside,30,-0.9166666666666666
2021-04-01,Riverside,6,-0.9166666666666666
2021-05-01,Riverside,2,-0.9166666666666666
2021-06-01,Riverside,2,-0.9166666666666666
2021-07-01,Riverside,4,-0.9166666666666666
2021-08-01,Riverside,4,-0.9166666666666666
2021-09-01,Riverside,8,-0.9166666666666666
2021-10-01,Riverside,20,-0.9166666666666666
2021-11-01,Riverside,14,-0.9166666666666666
2021-12-01,Riverside,10,-0.9166666666666666
2022-01-01,Riverside,4,-0.9166666666666666
2022-02-01,Riverside,8,-0.9166666666666666
2022-03-01,Riverside,10,-0.9166666666666666
2022-04-01,Riverside,4,-0.9166666666666666
2022-05-01,Riverside,20,-0.9166666666666666
2022-06-01,Riverside,2,-0.9166666666666666
2022-07-01,Riverside,4,-0.9166666666666666
2022-08-01,Riverside,8,-0.9166666666666666
2022-09-01,Riverside,12,-0.9166666666666666
2022-10-01,Riverside,4,-0.9166666666666666
2020-01-01,Rio De Janeiro,44,-0.45454545454545453
2020-02-01,Rio De Janeiro,92,-0.45454545454545453
2020-03-01,Rio De Janeiro,46,-0.45454545454545453
2020-08-01,Rio De Janeiro,6,-0.45454545454545453
2020-09-01,Rio De Janeiro,12,-0.45454545454545453
2020-10-01,Rio De Janeiro,44,-0.45454545454545453
2020-11-01,Rio De Janeiro,24,-0.45454545454545453
2020-12-01,Rio De Janeiro,32,-0.45454545454545453
2021-01-01,Rio De Janeiro,28,-0.45454545454545453
2021-02-01,Rio De Janeiro,32,-0.45454545454545453
2021-03-01,Rio De Janeiro,32,-0.45454545454545453
2021-04-01,Rio De Janeiro,24,-0.45454545454545453
2021-05-01,Rio De Janeiro,26,-0.45454545454545453
2021-06-01,Rio De Janeiro,26,-0.45454545454545453
2021-07-01,Rio De Janeiro,52,-0.45454545454545453
2021-08-01,Rio De Janeiro,60,-0.45454545454545453
2021-09-01,Rio De Janeiro,40,-0.45454545454545453
2021-10-01,Rio De Janeiro,30,-0.45454545454545453
2021-11-01,Rio De Janeiro,60,-0.45454545454545453
2021-12-01,Rio De Janeiro,52,-0.45454545454545453
2022-01-01,Rio De Janeiro,32,-0.45454545454545453
2022-02-01,Rio De Janeiro,26,-0.45454545454545453
2022-03-01,Rio De Janeiro,38,-0.45454545454545453
2022-04-01,Rio De Janeiro,28,-0.45454545454545453
2022-05-01,Rio De Janeiro,16,-0.45454545454545453
2022-06-01,Rio De Janeiro,10,-0.45454545454545453
2022-07-01,Rio De Janeiro,52,-0.45454545454545453
2022-08-01,Rio De Janeiro,24,-0.45454545454545453
2022-09-01,Rio De Janeiro,34,-0.45454545454545453
2022-10-01,Rio De Janeiro,24,-0.45454545454545453
2020-01-01,Riga,38,-0.8947368421052632
2020-02-01,Riga,62,-0.8947368421052632
2020-03-01,Riga,34,-0.8947368421052632
2020-04-01,Riga,2,-0.8947368421052632
2020-05-01,Riga,2,-0.8947368421052632
2020-06-01,Riga,14,-0.8947368421052632
2020-07-01,Riga,22,-0.8947368421052632
2020-08-01,Riga,24,-0.8947368421052632
2020-09-01,Riga,20,-0.8947368421052632
2020-10-01,Riga,38,-0.8947368421052632
2020-11-01,Riga,12,-0.8947368421052632
2020-12-01,Riga,20,-0.8947368421052632
2021-01-01,Riga,16,-0.8947368421052632
2021-02-01,Riga,8,-0.8947368421052632
2021-03-01,Riga,6,-0.8947368421052632
2021-04-01,Riga,14,-0.8947368421052632
2021-05-01,Riga,24,-0.8947368421052632
2021-06-01,Riga,22,-0.8947368421052632
2021-07-01,Riga,26,-0.8947368421052632
2021-08-01,Riga,30,-0.8947368421052632
