,ICAO,Airline,Country/Region
3585,LXP,LATAM Express,Chile
3586,LAP,LATAM Paraguay,Paraguay
3587,LPE,LATAM Peru,Peru
3588,LSA,LANSA,Dominican Republic
3589,APT,"LAP Colombia - Líneas Aéreas Petroleras, S.A.",Colombia
3590,LCB,LC Busre,Peru
3591,LOT,LOT Polish Airlines,Poland
3592,LTE,LTE International Airways,Spain
3593,LTO,LTU Austria,Austria
3594,LTU,LTU International,Germany
3595,JFC,LTV Jet Fleet Corporation,United States
3596,LUK,LUKoil-Avia,Russia
3597,ASK,La Ronge Aviation Services,Canada
3598,LVT,La Valenciana Taxi Aéreo,Mexico
3599,SKQ,Labcorp,United States
3600,LAL,Labrador Airways,Canada
3601,JEV,Lagun Air,Spain
3602,HCA,Lake Havasu Air Service,United States
3603,LKL,Lakeland Aviation,United States
3604,LKR,Laker Airways,United States
3605,LBH,Laker Airways (Bahamas),United States
3606,LMR,Lamra,Sudan
3607,TCR,Lanaes Aereas Trans Costa Rica,Costa Rica
3608,ISL,Landsflug,Iceland
3609,PAP,Langtry Flying Group,United Kingdom
3610,LKN,Lankair,Sri Lanka
3611,RLN,Lankan Cargo,Sri Lanka
3612,LZA,Lanza Air,Spain
3613,LZT,Lanzarote Aerocargo,Spain
3614,LAO,Lao Airlines,Lao People's Democratic Republic
3615,LKA,Lao Capricorn Air,Lao People's Democratic Republic
3616,LLL,Lao Skyway,Lao People's Democratic Republic
3617,LPN,Laoag International Airlines,Philippines
3618,LRD,Laredo Air,United States
3619,OTN,LASTP,São Tomé and Príncipe
3620,LTC,LatCharter,Latvia
3621,LAF,Latvian Air Force,Latvia
3622,LDA,Lauda Air,Austria
3623,LDM,LaudaMotion,Austria
3624,LDI,Lauda Air Italy,Italy
3625,LEP,Laughlin Express,United States
3626,LSU,Laus,Croatia
3627,LAR,Lawrence Aviation,United States
3628,LAY,Layang-Layang Aerospace,Malaysia
3629,LPL,Lease-a-Plane International,United States
3630,LAQ,Lebanese Air Transport,Lebanon
3631,LAT,Lebanese Air Transport (charter),Lebanon
3632,LAD,Lebanon Airport Development Corporation,United States
3633,LEB,Lebap,Turkmenistan
3634,LCA,Leconte Airlines,United States
3635,LIA,Leeward Islands Air Transport,Antigua and Barbuda
3636,LGD,Legend Airlines,United States
3637,LWD,Leisure Air,United States
3638,LEN,Lentini Aviation,United States
3639,LOR,Leo-Air,South Africa
3640,LEL,Leonsa De Aviación,Spain
3641,LVL,Level,Spain and France
3642,LYW,Libyan Airlines,Libya
3643,LAA,Libyan Arab Airlines,Libya
3644,LCR,Libyan Arab Air Cargo,Libya
3645,LIQ,Lid Air,Sweden
3646,LTA,LIFT Academy,United States
3647,LCG,Lignes Aeriennes Congolaises,Democratic Republic of the Congo
3648,LKD,Lignes Aeriennes Du Tchad,Chad
3649,LME,Lignes Mauritaniennes Air Express,Mauritania
3650,GCB,Lignes Nationales Aeriennes - Linacongo,Republic of the Congo
3651,GDQ,Lincoln Air National Guard,United States
3652,LRT,Lincoln Airlines,Australia
3653,LSY,Lindsay Aviation,United States
3654,NOT,Línea Aérea Costa Norte,Chile
3655,LMC,Línea Aérea Mexicana de Carga,Mexico
3656,LNP,Línea Aérea SAPSA,Chile
3657,NEG,Línea Aérea de Fumig Aguas Negras,Chile
3658,LER,Línea Aérea de Servicio Ejecutivo Regional,Venezuela
3659,LSE,Línea De Aeroservicios,Chile
3660,TUY,Línea Turística Aereotuy,Venezuela
3661,ALR,Líneas Aéreas Alaire S.L.,Spain
3662,LCD,Líneas Aéreas Azteca,Mexico
3663,LCN,Líneas Aéreas Canedo LAC,Bolivia
3664,LCM,Líneas Aéreas Comerciales,Mexico
3665,EDD,Líneas Aéreas Ejectuivas De Durango,Mexico
3666,EDR,Líneas Aéreas Eldorado,Colombia
3667,FED,Líneas Aéreas Federales,Argentina
3668,LMN,Líneas Aéreas Monarca,Mexico
3669,LIJ,Líneas Aéreas San Jose,Mexico
3670,UMA,Líneas Aéreas del Humaya,Mexico
3671,LEC,Linex,Central African Republic
3672,SMS,Linhas Aéreas Santomenses,São Tomé and Príncipe
3673,LAM,Linhas Aéreas de Moçambique,Mozambique
3674,LAW,Link Airways of Australia,Australia
3675,WGT,Volkswagen AirService GmbH,United Kingdom
3676,LNI,Lion Air,Indonesia
3677,LEU,Lions-Air,Switzerland
3678,LYF,Lithuanian Air Force,Lithuania
3679,LRA,Little Red Air Service,Canada
3680,LVG,Livingston Energy Flight,Italy
3681,LLB,Lloyd Aéreo Boliviano,Bolivia
3682,LNA,Lnair Air Services,Spain
3683,XLG,Lockheed Air Terminal,United States
3684,LAC,Lockeed Aircraft Corporation,United States
3685,XDD,Lockheed DUATS,United States
3686,CBD,Lockheed Martin Aeronautics,United States
3687,LNG,Lockheed Martin Aeronautics Company,United States
3688,LOG,Loganair,United Kingdom
3689,CLV,Lom Praha Flying School,Czech Republic
3690,LMS,Lomas Helicopters,United Kingdom
3691,LCY,London City Airport Jet Centre,United Kingdom
3692,LNX,London Executive Aviation,United Kingdom
3693,LOV,London Flight Centre (Stansted),United Kingdom
3694,LHC,London Helicopter Centres,United Kingdom
3695,LSS,Lone Star Airlines,United States
3696,ORA,Long Island Airlines,United States
3697,LGT,Longtail Aviation,Bermuda
3698,CDC,Loong Air,China
3699,LRR,Lorraine Aviation,France
3700,LSC,Los Cedros Aviación,Chile
3701,TAS,Lotus Air,Egypt
3702,LTW,Luchtvaartmaatschappij Twente,Netherlands
3703,LKE,Lucky Air,China
3704,LUT,Luft Carago,South Africa
3705,LVD,Luftfahrt-Vermietungs-Dienst,Austria
3706,DLH,Lufthansa,Germany
3707,GEC,Lufthansa Cargo,Germany
3708,CLH,Lufthansa CityLine,Germany
3709,LHT,Lufthansa Technik,Germany
3710,LTF,Lufttaxi Fluggesellschaft,Germany
3711,LTR,Lufttransport,Norway
3712,LHS,Luhansk,Ukraine
3713,UNY,Lund University School of Aviation,Sweden
3714,LGL,Luxair,Luxembourg
3715,LXA,Luxaviation,Luxembourg
3716,LUV,Luxembourg Air Rescue,Luxembourg
3717,LFE,Luxflight Executive,Luxembourg
3718,LXO,Luxor Air,Egypt
3719,LUZ,Luzair,Portugal
3720,UKW,Lviv Airlines,Ukraine
3721,LYD,Lydd Air,United Kingdom
3722,LCH,Lynch Flying Service,United States
3723,LYC,Lynden Air Cargo,United States
3724,LWG,Luxwing,Malta
3725,DAT,Lynx Air,Canada
3726,LXF,Lynx Air International,United States
3727,SSX,Lynx Aviation,United States
3728,LYX,Lynx Aviation,Pakistan
3729,AZN,Línea Aérea Amaszonas,Bolivia
3730,LPR,Líneas Aéreas Privadas Argentinas,Argentina
3731,LAU,Líneas Aéreas Suramericanas,Colombia
3732,SNG,LongJiang Airlines,China
3733,LYB,Lynden Air Cargo,Papua New Guinea
3734,DQA,Maldivian (airline),Maldives
3735,MMH,McMahon Helicopter,United States
3736,HOG,Mahogany Air Charters,Zambia
3737,MTS,Med Jets,Mexico
3738,MSF,Minsheng International Jet,China
3739,MXS,Millon Express,United States
3740,MHF,Maritime Helicopters,United States
3741,MRK,MarkAir,United States
3742,MWM,Modern Transporte Aereo De Carga,Brazil
3743,MSJ,Magnum Air,Philippines
3744,MWI,Malawian Airlines 2014,Malawi
3745,MYP,Mann Yadanarpon Airlines,Myanmar
3746,RDK,Memorial Hermann Hospital System,United States
3747,MLV,Multiservicios Aereos Del Valle,Mexico
3748,MMJ,Macau Jet International,China
3749,MXF,Maximum Flight Advantages,United States
3750,MXD,Malindo Airways,Malaysia
3751,MJC,Mandarin Air,China
3752,PLG,MBK-S,Russia
3753,DZR,Midwest Aviation,United States
3754,MSN,Milenium Air Servicios Aereos Integrados,Mexico
3755,MFB,Mountain Flyers 80,Switzerland
3756,HTL,My Fair Jet,Austria
3757,JNH,M & N Aviation,United States
3758,MCF,MAC Fotografica,Spain
3759,MRG,MANAG'AIR,France
3760,MPJ,MAP-Management and Planung,Austria
3761,TFG,MAS Airways,United Kingdom
3762,MAA,MasAir,Mexico
3763,MWG,MASwings,Malaysia
3764,MAK,MAT Macedonian Airlines,Macedonia
3765,MCC,MCC Aviation,South Africa
3766,MGA,MG Aviación,Spain
3767,JLA,MIA Airlines,Romania
3768,MGL,MIAT Mongolian Airlines,Mongolia
3769,MNC,MIT Airlines,Canada
3770,MKA,MK Airline,Ghana
3771,MNB,MNG Airlines,Turkey
3772,EBF,MSR Flug-Charter,Germany
3773,MCV,MTC Aviación,Mexico
3774,MAQ,Mac Aviation,Spain
3775,MCN,Mac Dan Aviation Corporation,United States
3776,MTD,MacKnight Airlines,Australia
3777,MCK,Macair Airlines,Australia
3778,MCS,Macedonian Airlines,Greece
3779,MDH,Madina Air,Libya
3780,DAN,Maersk Air,Denmark
3781,MSK,Maersk Air UK,United Kingdom
3782,MJB,Magic Blue Airlines,Netherlands
3783,MGR,Magna Air,Austria
3784,MLH,Mahalo Air,United States
3785,IRM,Mahan Air,Iran
3786,MZS,Mahfooz Aviation,Gambia
3787,MAT,Maine Aviation,United States
3788,MAJ,Majestic Airlines,United States
3789,AKM,Mak Air,Kazakhstan
3790,MLG,Malagasy Airlines,Madagascar
3791,MLX,Malawi Express,Malawi
3792,MKK,Malaya Aviatsia Dona,Russia
3793,MAS,Malaysia Airlines,Malaysia
3794,MLT,Maleth-Aero,Malta
3795,MAE,Mali Air,Austria
3796,VXP,Mali Air Express,Mali
3797,MTZ,Mali Airways,Mali
3798,MLC,Malila Airlift,Democratic Republic of the Congo
3799,MLS,Mall Airways,United States
3800,LOD,Malmoe Air Taxi,Sweden
3801,SCW,Malmö Aviation,Sweden
3802,MAY,Malta Air,Malta
3803,MAC,Malta Air Charter,Malta
3804,MWS,Malta Wings,Malta
3805,MAH,Malév Hungarian Airlines,Hungary
3806,MLB,Manaf International Airways,Burundi
3807,MDL,Mandala Airlines,Indonesia
3808,MDA,Mandarin Airlines,Taiwan
3809,MNO,Mango,South Africa
3810,MHN,Manhattan Air,United Kingdom
3811,MTO,Manitoulin Air Services,Canada
3812,MNR,Mann Air,United Kingdom
3813,MAN,Mannion Air Charter,United States
3814,MTS,Mantrust Asahi Airways,Indonesia
3815,MNX,Manx Airlines,United Kingdom
3816,MAD,Maple Air Services,Canada
3817,MAR,March Helicopters,United Kingdom
3818,MCP,Marcopolo Airways,Afghanistan
3819,MGI,Marghi Air,Nigeria
3820,MRK,Markair,United States
3821,MKO,Markoss Aviation,United Kingdom
3822,MRW,Mars RK,Ukraine
3823,MCE,Marshall Aerospace,United Kingdom
3824,MSL,Marsland Aviation,Sudan
3825,XMA,Martin Aviation Services,United States
3826,MBE,Martin-Baker,United Kingdom
3827,MPH,Martinair,Netherlands
3828,MRA,Martinaire,United States
3829,MFA,Martyn Fiddler Associates,United Kingdom
3830,MVN,Marvin Limited,United Kingdom
3831,TRP,Maryland State Police,United States
3832,MTH,Massachusetts Institute of Technology,United States
3833,MSY,Massey University School of Aviation,New Zealand
3834,MSW,Master Airways,Serbia
3835,MPL,Master Planner,United States
3836,LMJ,Masterjet,Portugal
3837,MIA,Mauria,Mauritania
3838,MNV,Mauritanienne Aerienne Et Navale,Mauritania
3839,MRF,Mauritanienne Air Fret,Mauritania
3840,MWY,Mauritanienne Airways,Mauritania
3841,MDE,Mauritanienne De Transport Aerien,Mauritania
3842,MVR,Maverick Airways,United States
3843,MVL,Mavial Magadan Airlines,Russia
3844,MAI,Max Avia,Kyrgyzstan
3845,MSF,Max Sea Food,El Salvador
3846,MAX,Max-Aviation,Canada
3847,MXL,Maxair,Sweden
3848,MXU,Maximus Air Cargo,United Arab Emirates
3849,MXJ,Maxjet Airways,United States
3850,MXS,Maxsus-Avia,Uzbekistan
3851,MXP,May Air Xpress,United States
3852,MYD,Maya Island Air,Belize
3853,MYI,Mayair,Mexico
3854,MBS,Mbach Air,Malawi
3855,MCH,McAlpine Helicopters,United Kingdom
3856,MKL,McCall Aviation,United States
3857,DAC,McDonnell Douglas,United States
3858,MDS,McNeely Charter Services,United States
3859,MEK,Med-Trans of Florida,United States
3860,MDM,Medavia,Malta
3861,MRZ,Medical Air Rescue Services,Zimbabwe
3862,MCL,Medical Aviation Services,United Kingdom
3863,MDF,Mediterranean Air Freight,Greece
3864,MDY,Mediterranean Airways,Egypt
3865,MEJ,Medjet International,United States
3866,MGK,Mega,Kazakhstan
3867,MEL,Mega Linhas Aéreas,Brazil
3868,MKN,Mekong Airlines,Cambodia
3869,MNJ,Menajet,Lebanon
3870,MXX,Merchant Express Aviation,Nigeria
3871,MEC,Mercury Aircourier Service,United States
3872,POV,Meridian,Ukraine
3873,MRD,Meridian Air Cargo,United States
3874,MHL,Meridian Airlines,Nigeria
3875,DSL,Meridian Aviation,United Kingdom
3876,MEM,Meridian Limited,Ukraine
3877,ISS,Meridiana,Italy
3878,MEI,Merlin Airways,United States
3879,MNA,Merpati Nusantara Airlines,Indonesia
3880,ASH,Mesa Airlines,United States
3881,MES,Mesaba Airlines,United States
3882,MSQ,Meta Linhas Aéreas,Brazil
3883,MET,Meteorological Research Flight,United Kingdom
3884,MER,Methow Aviation,United States
3885,MVI,Metro Business Aviation,United Kingdom
3886,MEX,Metro Express,United States
3887,MTR,Metroflight,United States
3888,MTJ,Metrojet,Hong Kong
3889,PIX,Metropix UK,United Kingdom
3890,MPS,Metropolis,Netherlands
3891,MXB,Mex Blue,Mexico
3892,MJT,Mex-Jet,Mexico
3893,MXC,Mexicargo,Mexico
3894,MXA,Mexicana de Aviación,Mexico
3895,MXT,México Transportes Aéreos,Mexico
3896,HUR,Miami Air Charter,United States
3897,BSK,Miami Air International,United States
3898,OWL,Miami Valley Aviation,United States
3899,MPT,Miapet-Avia,Armenia
3900,BIB,Michelin Air Services,France
3901,WIZ,Micromatter Technology Solutions,United Kingdom
3902,NYL,Mid Airlines,Sudan
3903,MPA,Mid-Pacific Airlines,United States
3904,MJR,Midamerica Jet,United States
3905,MEA,Middle East Airlines,Lebanon
3906,MID,Midland Airport Services,United Kingdom
3907,MFR,Midline Air Freight,United States
3908,MIS,Midstate Airlines,United States
3909,MDW,Midway Airlines (1993–2003),United States
3910,MDW,Midway Airlines (1976–1991),United States
3911,FLA,Midway Express,United States
3912,FAX,Midwest Air Freighters,United States
3913,MEP,Midwest Airlines,United States
3914,MWA,Midwest Airlines (Egypt),Egypt
3915,NIT,Midwest Aviation,United States
3916,MWT,Midwest Aviation Division,United States
3917,HTE,Midwest Helicopters De Mexico,Mexico
3918,MLR,Mihin Lanka,Sri Lanka
3919,MAB,Millardair,Canada
3920,RJM,Millen Corporation,United Kingdom
3921,MLK,Millennium Air,Nigeria
3922,DLK,Millennium Airlines,Sri Lanka
3923,MFS,Miller Flying Services,United States
3924,OXO,Million Air,United States
3925,MIM,Mimino,Russia
3926,NAB,Mina Airline Company,Egypt
3927,OMR,Minair,Central African Republic
3928,EBE,Minebea Technologies,United States
3929,MAZ,Mines Air Services Zambia,Zambia
3930,MNL,Miniliner,Italy
3931,MNS,Ministic Air,Canada
3932,WDG,"Ministry of Agriculture, Fisheries and Food",United Kingdom
3933,LIR,Minsk Aircraft Overhaul Plant,Belarus
3934,MIC,Mint Airways,Spain
3935,MIR,Miramichi Air Service,Canada
3936,MIF,Miras,Kazakhstan
3937,MOS,Misr Overseas Airways,Egypt
3938,MAF,Mission Aviation Fellowship,Indonesia
3939,MSN,Missionair,Spain
3940,MRN,Missions Gouvernemtales Francaises,France
3941,BDG,Mississippi State University,United States
3942,MVA,Mississippi Valley Airways,United States
3943,MSA,Mistral Air,Italy
3944,MBO,Mobil Oil,Canada
3945,MXE,Mocambique Expresso,Mozambique
3946,MFZ,Mofaz Air,Malaysia
3947,MOW,Mohawk Airlines,United States
3948,MUL,Mokulele Airlines,United States
3949,MLE,Moldaeroservice,Moldova
3950,MDV,Moldavian Airlines,Moldova
3951,MVG,Moldova,Moldova
3952,RRV,Mombasa Air Safari,Kenya
3953,MON,Monarch Airlines,United Kingdom
3954,MNH,Monarch Airlines,United States
3955,MFC,Moncton Flying Club,Canada
3956,MDB,Monde Air Charters,United Kingdom
3957,MTI,Monerrey Air Taxi,Mexico
3958,MKY,Monky Aerotaxis,Mexico
3959,MGX,Montenegro Airlines,Montenegro
3960,MNT,Montserrat Airways,Montserrat
3961,MNY,Mooney Aircraft Corporation,United States
3962,MAL,Morningstar Air Express,Canada
3963,MSS,Morris Air Service,United States
3964,MRO,Morrison Flying Service,United States
3965,GAI,Moskovia Airlines,Russia
3966,MPI,Mosphil Aero,Philippines
3967,MSI,Motor Sich,Ukraine
3968,NZM,Mount Cook Airline,New Zealand
3969,MTN,Mountain Air Cargo,United States
3970,MTC,Mountain Air Company,Sierra Leone
3971,PKP,Mountain Air Express,United States
3972,BRR,Mountain Air Service,United States
3973,MBI,Mountain Bird,United States
3974,MHA,Mountain High Aviation,United States
3975,MPC,Mountain Pacific Air,Canada
3976,MTV,Mountain Valley Air Service,United States
3977,MDN,Mudan Airlines,Somali Republic
3978,CMJ,Mudanjiang General Aviation,China
3979,MTX,Multi Taxi,Mexico
3980,WBR,Multi-Aero,United States
3981,MNZ,Murmansk Aircompany,Russia
3982,MUA,Murray Air,United States
3983,MMR,Musrata Air Transport,Libya
3984,MAW,Mustique Airways,Barbados
3985,MYM,MYAirline,Malaysia
3986,MYW,MyWay Airlines,Georgia
3987,MYT,MyTravel Airways,United Kingdom
3988,UBA,Myanma Airways,Myanmar
3989,MMA,Myanmar Airways International,Myanmar
3990,MAV,Minoan Air,Greece
3991,MYA,Myflug,Iceland
3992,VKG,MyTravel Airways,Denmark
3993,AAD,Mann Air Ltd,United Kingdom
3994,MHV,MHS Aviation GmbH,Germany
3995,AWC,Titan Airways,United Kingdom
3996,MTU,Middle Tennessee State University,United States
3997,SIQ,National Center for Atmospheric Research,United States
3998,NEJ,Netjets Business Aviation,China
3999,NHV,NHV Aviation,Ghana
4000,NHC,Northern Helicopter,Germany
4001,DMD,Namdeb Diamond Corporation,Namibia
4002,NIN,Niger Airlines,Niger
4003,FEY,Fly Easy,India
4004,NUB,Nomad Aviation,Malta
4005,NJA,New Japan Aviation,Japan
4006,ROW,Nor Aviation,Norway
4007,NLG,NEL Cargo,Ivory Coast
4008,NHG,NHT Linhas Aéreas,Brazil
4009,WAR,NZ Warbirds Association,New Zealand
4010,ANL,Nacoia Lda,Angola
4011,NHZ,Nada Air Service,Chad
4012,BFN,Compangnie Nationale Naganagani,Burkina Faso
4013,NAH,Nahanni Air Services Ltd,Canada
4014,NKL,Nakheel Aviation,United Arab Emirates
4015,MRE,Namibia Commercial Aviation,Namibia
4016,NDF,Namibian Defence Force,Namibia
4017,CNJ,Nanjing Airlines,China
4018,ACK,Nantucket Airlines,United States
4019,NYA,Nanyah Aviation,Israel
4020,NAP,Napier Air Service Inc,United States
4021,NCM,Nas Air,Angola
4022,NAS,Nasair,Eritrea
4023,NJC,Nashville Jet Charters,United States
4024,NCO,Natalco Air Lines,São Tomé and Príncipe
4025,NTK,National Air Traffic Controllers Association,United States
4026,NSR,National Air Charter,Indonesia
4027,RFI,National Air Traffic Services,United Kingdom
4028,NAN,National Airlines,United States
4029,NCN,National Airlines,Chile
4030,ROK,National Airlines,United States
4031,NAL,National Airlines,United States
4032,NCR,National Air Cargo dba National Airlines,United States
4033,NAE,National Airways Ethiopia,Ethiopia
4034,NIH,NAM Air,Indonesia
4035,KUS,National Airlines,South Africa
4036,LFI,National Airways Corporation,South Africa
4037,GTY,National Aviation Company,Egypt
4038,TNC,National Aviation Consultants,Canada
4039,NXT,National Express,United States
4040,GRD,National Grid plc,United Kingdom
4041,JTE,National Jet Express,Australia
4042,AND,National Jet Service,United States
4043,NJS,National Jet Systems,Australia
4044,NOL,National Overseas Airlines Company,Egypt
4045,NLS,Nationale Luchtvaartschool,Netherlands
4046,NAE,Nations Air Express Inc,United States
4047,NTW,Nationwide Airlines,South Africa
4048,NWZ,Nationwide Airlines (Zambia),Zambia
4049,EVM,Natural Environment Research Council,United Kingdom
4050,NRR,Natureair,Costa Rica
4051,NRK,Naturelink Charter,South Africa
4052,NVC,Nav Canada,Canada
4053,NAV,Nav Flight Planning,Czech Republic
4054,NVP,Navegacao Aérea De Portugal,Portugal
4055,NAY,Navegación Servicios Aéreos Canarios S.A.,Spain
4056,IRI,Navid,Iran
4057,NVM,Naviera Mexicana,Mexico
4058,NVL,Navigator Airlines,Armenia
4059,XNV,Navinc Airlines Services,United States
4060,XNS,Navtech System Support,Canada
4061,NZA,Nayzak Air Transport,Libya
4062,NEB,State of Nebraska,United States
4063,NEC,Necon Air,Nepal
4064,NCG,Nederlandse Kustwacht,Netherlands
4065,NFT,Nefteyugansk Aviation Division,Russia
4066,NLA,Neiltown Air,Canada
4067,NLC,Nelair Charters,South Africa
4068,CGE,Nelson Aviation College,New Zealand
4069,RNA,Nepal Airlines,Nepal
4070,NOS,Neos,Italy
4071,TOX,Neosiam Airways,Thailand
4072,NSL,Neric,United Kingdom
4073,EJA,NetJets,United States
4074,NET,Network Aviation Services,Nigeria
4075,NEZ,New England Air Express,United States
4076,NEA,New England Airlines,United States
4077,NHT,New Heights 291,South Africa
4078,NWD,New World Jet Corporation,United States
4079,NYH,New York Helicopter,United States
4080,GRY,New York State Police,United States
4081,KRC,Royal New Zealand Air Force,New Zealand
4082,HVA,Newair,United States
4083,NLT,Newfoundland Labrador Air Transport,Canada
4084,NTJ,NextJet,Sweden
4085,NXF,Nextflight Aviation,United States
4086,NXS,Nexus Aviation,Nigeria
4087,NIS,Nicaragüense de Aviación,Nicaragua
4088,NCN,Nicon Airways,Nigeria
4089,NGA,Nigeria Airways,Nigeria
4090,NGR,Nigerian Air Force,Nigeria
4091,NGX,Nigerian Global,Nigeria
4092,EXT,Night Express,Germany
4093,NLY,Niki,Austria
4094,NKV,Nikolaev-Air,Ukraine
4095,NSA,Nile Safaris Aviation,Sudan
4096,NVA,Nile Valley Aviation Company,Egypt
4097,NLW,Nile Wings Aviation Services,Sudan
4098,NBS,Nimbus Aviation,United Kingdom
4099,NSR,Nine Star Airways,Thailand
4100,NCA,Nippon Cargo Airlines,Japan
4101,NVK,Nizhnevartovskavia,Russia
4102,NOH,No. 32 (The Royal) Squadron,United Kingdom
4103,AKG,No. 84 Squadron RAF,United Kingdom
4104,NBL,Nobil Air,Moldova
4105,NOK,Nok Air,Thailand
4106,NCT,NokScoot,Thailand
4107,NRL,Nolinor Aviation,Canada
4108,NMD,Nomad Aviation,Namibia
4109,OMD,Nomadic Aviation Group LLC,United States
4110,NOC,Norcopter,Norway
4111,NEF,Nord-Flyg,Sweden
4112,AUL,Nordavia,Russia
4113,NES,Nordeste Linhas Aéreas Regionais,Brazil
4114,NRD,Nordic Regional,Sweden
4115,TYA,NordStar,Russia
4116,NDS,Nordstree (Australia),Australia
4117,NWS,Nordwind Airlines,Russia
4118,NRT,Norestair,Spain
4119,NCF,Norfolk County Flight College,United Kingdom
4120,FNA,Norlandair,Iceland
4121,NOA,Norontair,Canada
4122,HMF,Norrlandsflyg,Sweden
4123,NRX,Norse Air Charter,South Africa
4124,NBT,Norse Atlantic Airways,Norway
4125,NIR,Norsk Flytjeneste,Norway
4126,NOR,Norsk Helikopter,Norway
4127,DOC,Norsk Luftambulanse,Norway
4128,RTV,Nortavia,Portugal
4129,NAI,North Adria Aviation,Croatia
4130,NAO,North American Airlines,United States
4131,HMR,North American Charters,Canada
4132,NAJ,North American Jet Charter Group,United States
4133,NAT,North Atlantic Air Inc,United States
4134,NFC,North Atlantic Cargo,Norway
4135,NBN,North British Airlines,United Kingdom
4136,NCB,North Caribou Flying Service Ltd,Canada
4137,NFA,North Flying,Denmark
4138,NRC,North Sea Airways,Netherlands
4139,SBX,North Star Air Cargo,United States
4140,NRV,North Vancouver Airlines,Canada
4141,NWW,North West Airlines,Australia
4142,PTO,North West Geomatics,Canada
4143,NEN,North-East Airlines,Nigeria
4144,VBG,North-West Air Transport Company - Vyborg,Russia
4145,NWL,North-Wright Airways,Canada
4146,NLL,Northafrican Air Transport,Libya
4147,NFL,Northaire Freight Lines,United States
4148,NSF,Northamptonshire School of Flying,United Kingdom
