,ICAO,Airline,Country/Region
1515,BAA,Balkan Agro Aviation,Bulgaria
1516,LAZ,Balkan Bulgarian Airlines,Bulgaria
1517,BHI,Balkh Airlines,Afghanistan
1518,PNT,Balmoral Central Contracts,South Africa
1519,BTL,Baltia Air Lines,United States
1520,BLL,Baltic Airlines,Russia
1521,BLT,Baltic Aviation,United States
1522,BJC,Baltic Jet Aircompany,Latvia
1523,BTH,Baltijas Helicopters,Latvia
1524,CPJ,Baltimore Air Transport,United States
1525,EAH,Baltimore Airways,United States
1526,BTK,Baltyka,Ukraine
1527,BAV,Bamboo Airways,Vietnam
1528,AJC,Bar Harbor Airlines,United States
1529,AUJ,Business Flight Salzburg,Austria
1530,CWR,Beijing City International Jet,China
1531,BJV,Beijing Vistajet Aviation,China
1532,BHK,Blu Halkin,United Kingdom
1533,BXJ,Brixtel Group,United States
1534,BYG,Bygone Aviation,United States
1535,BBJ,Blue Air Lines,South Korea
1536,BCJ,Blue Jet Charters,Poland
1537,BNA,Bun Air Corporation,United States
1538,BAF,Belgian Air Force,Belgium
1539,BAK,Blackhawk Airways,United States
1540,BAL,Belle Air Europe,Italy
1541,BAL,Britannia Airways,United Kingdom
1542,BAM,Business Air Services,Canada
1543,BAN,British Antarctic Survey,United Kingdom
1544,BAR,Bradly Air (Charter) Services,Canada
1545,BAU,Bissau Airlines,Guinea-Bissau
1546,BAV,Bay Aviation Ltd,Bangladesh
1547,BAW,British Airways,United Kingdom
1548,BAX,Best Aero Handling Ltd,Russia
1549,BAY,Bravo Airways,Ukraine
1550,BBA,Bannert Air,Austria
1551,BBC,Biman Bangladesh Airlines,Bangladesh
1552,BBD,Bluebird Nordic,Iceland
1553,BBS,Beibars CJSC,Kazakhstan
1554,BBV,Bravo Airlines,Spain
1555,BBW,BB Airways,Nepal
1556,BBZ,Bluebird Aviation,Kenya
1557,BCI,Blue Islands,United Kingdom
1558,BCL,British Caribbean Airways,United Kingdom
1559,BCR,British Charter,United Kingdom
1560,BCT,BCT Aviation,United Kingdom
1561,BCV,Business Aviation Center,Ukraine
1562,BCY,CityJet,Ireland
1563,BDA,Blue Dart Aviation,India
1564,BON,B&H Airlines,Bosnia and Herzegovina
1565,BDF,Bissau Discovery Flying Club,Guinea-Bissau
1566,AYB,Belgian Army,Belgium
1567,BEA,Best Aviation Ltd,Bangladesh
1568,BED,Belgorod Air Enterprise,Russia
1569,BEH,Bel Air Helicopters,Denmark
1570,BEK,Berkut Air,Kazakhstan
1571,BET,BETA - Brazilian Express Transportes Aéreos,Brazil
1572,BFC,Basler Flight Service,United States
1573,BFG,Bear Flight,Sweden
1574,BFL,Buffalo Airways,Canada
1575,BFO,Bombardier,Canada
1576,BFR,Burkina Airlines,Burkina Faso
1577,BFS,Business Flight Sweden,Sweden
1578,BGH,BH Air,Bulgaria
1579,BGI,British Gulf International,São Tomé and Príncipe
1580,BGK,British Gulf International-Fez,Kyrgyzstan
1581,BGL,Benin Golf Air,Benin
1582,BGM,Bugulma Air Enterprise,Russia
1583,BGR,Budget Air Bangladesh,Bangladesh
1584,BGT,Bergen Air Transport,Norway
1585,BHA,Buddha Air,Nepal
1586,BHL,Bristow Helicopters,United Kingdom
1587,BHN,Bristow Helicopters Nigeria,Nigeria
1588,BHO,Bhoja Airlines,Pakistan
1589,BHP,Belair Airlines,Switzerland
1590,BHR,Bighorn Airways,United States
1591,BHT,Bright Air,Netherlands
1592,BHY,Bosphorus European Airways,Turkey
1593,BID,Binair,Germany
1594,BIG,Big Island Air,United States
1595,BIH,British International Helicopters,United Kingdom
1596,BIL,Billund Air Center,Denmark
1597,BIN,Boise Interagency Fire Center,United States
1598,BIO,Bioflight A/S,Denmark
1599,BIR,Bird Leasing,United States
1600,BIZ,Bizjet Ltd,United Kingdom
1601,BJS,Business Jet Solutions,United States
1602,BKA,Bankair,United States
1603,BKF,BF-Lento OY,Finland
1604,BKK,Blink,United Kingdom
1605,BKJ,Barken International,United States
1606,BKP,Bangkok Airways,Thailand
1607,BKV,Bukovyna,Ukraine
1608,BLB,Blue Bird Aviation,Sudan
1609,BLC,Bellesavia,Belarus
1610,BLE,Blue Line,France
1611,BLF,Blue1,Finland
1612,BLG,Belgavia,Belgium
1613,BLH,Blue Horizon Travel Club,United States
1614,BLJ,Blue Jet,Spain
1615,BLM,Blue Sky Airlines,Armenia
1616,BLS,Bearskin Lake Air Service,Canada
1617,BLV,Bellview Airlines,Nigeria
1618,BMA,BMI,United Kingdom
1619,BMR,BMI Regional,United Kingdom
1620,BMD,British Medical Charter,United Kingdom
1621,BME,Briggs Marine Environmental Services,United Kingdom
1622,BMH,Bristow Masayu Helicopters,Indonesia
1623,BMI,Bmibaby,United Kingdom
1624,BMJ,Bemidji Airlines,United States
1625,BML,Bismillah Airlines,Bangladesh
1626,BMN,Bowman Aviation,United States
1627,BMW,BMW,Germany
1628,BMX,Banco de Mexico,Mexico
1629,BND,Bond Offshore Helicopters,United Kingdom
1630,BNE,Benina Air,Libya
1631,BNF,Braniff International Airways,United States
1632,BNG,BN Group Limited,United Kingdom
1633,BNJ,Air Service Liège (ASL),Belgium
1634,BNL,Blue Nile Ethiopia Trading,Ethiopia
1635,BNR,Bonair Aviation,Canada
1636,BNS,Bancstar - Valley National Corporation,United States
1637,BNT,Bentiu Air Transport,Sudan
1638,BNV,Benane Aviation Corporation,Mauritania
1639,BNW,British North West Airlines,United Kingdom
1640,BOD,Bond Air Services,Uganda
1641,BOA,Boniair,North Macedonia
1642,BNZ,Bonza,Australia
1643,BOE,Boeing,United States
1644,BOF,Bordaire,Canada
1645,BOO,Bookajet Limited,United Kingdom
1646,BOU,Bouraq Indonesia Airlines,Indonesia
1647,BPA,Blue Panorama Airlines,Italy
1648,BPK,Berkhut ZK,Kazakhstan
1649,BPO,Bundespolizei-Fliegertruppe,Germany
1650,BPS,Budapest Aircraft Services/Manx2,Hungary
1651,BPT,Bonus Aviation,United Kingdom
1652,BPX,British Petroleum Exploration,Colombia
1653,BRB,BRA-Transportes Aéreos,Brazil
1654,BRD,Brock Air Services,Canada
1655,BRE,Breeze Ltd,Ukraine
1656,BRG,Bering Air,United States
1657,BRK,Briansk State Air Enterprise,Russia
1658,BRN,Branson Airlines,United States
1659,BRO,BASE Regional Airlines,Netherlands
1660,BRS,Brazilian Air Force,Brazil
1661,BRT,British Regional Airlines,United Kingdom
1662,BRU,Belavia Belarusian Airlines,Belarus
1663,BRV,Bravo Air Congo,Democratic Republic of the Congo
1664,BRW,Bright Aviation Services,Bulgaria
1665,BRX,Buffalo Express Airlines,United States
1666,BRY,Burundayavia,Kazakhstan
1667,BSC,Bistair - Fez,Kyrgyzstan
1668,BSD,Blue Star Airlines,Mexico
1669,BSI,Brasair Transportes Aéreos,Brazil
1670,BSJ,Blue Swan Aviation,United Kingdom
1671,BSM,Blue Sky Aviation,Lebanon
1672,BSS,Bissau Aero Transporte,Guinea-Bissau
1673,BST,Best Air,Turkey
1674,BSW,Blue Sky Airways,Czech Republic
1675,BSY,Big Sky Airlines,United States
1676,BTK,Batik Air,Indonesia
1677,BTQ,Boutique Air,United States
1678,BTR,Botir-Avia,Kyrgyzstan
1679,BTT,BT-Slavuta,Ukraine
1680,BTV,Batavia Air,Indonesia
1681,BTZ,Bristow U.S. LLC,United States
1682,BUC,Bulgarian Air Charter,Bulgaria
1683,BUL,Blue Airlines,Democratic Republic of the Congo
1684,BUN,Buryat Airlines Aircompany,Russia
1685,BUZ,Buzz Stansted,United Kingdom
1686,BVA,Buffalo Airways,United States
1687,BVC,Bulgarian Aeronautical Centre,Bulgaria
1688,BVN,Baron Aviation Services,United States
1689,BVT,Berjaya Air,Malaysia
1690,BVU,"Bellview Airlines, Sierra Leone",Sierra Leone
1691,BWD,Bluewest Helicopters-Greenland,Denmark
1692,BWG,Blue Wings,Germany
1693,BWI,Blue Wing Airlines,Suriname
1694,BWL,British World Airlines,United Kingdom
1695,BXH,Bar XH Air,Canada
1696,BXI,Brussels Airlines,Belgium
1697,BYA,Berry Aviation,United States
1698,BYC,Cambodia Bayon Airlines,Cambodia
1699,BYF,San Carlos Flight Center,United States
1700,BYL,Bylina Joint-Stock Company,Russia
1701,BYR,Berytos Airlines,Lebanon
1702,BYE,Bayu Indonesia Air,Indonesia
1703,BZA,Bizair Fluggesellschaft,Germany
1704,BZH,Brit Air,France
1705,BZZ,Butane Buzzard Aviation Corporation,United Kingdom
1706,CBJ,Beijing Capital Airlines,China
1707,CKM,BKS Air (Rivaflecha),Spain
1708,CLF,Bristol Flying Centre,United Kingdom
1709,CLN,Barnes Olsen Aeroleasing,United Kingdom
1710,CXS,Boston-Maine Airways,United States
1711,BEL,Brussels Airlines,Belgium
1712,EBA,Bond Aviation,Italy
1713,EXB,Brazilian Army Aviation,Brazil
1714,EXP,Business Express Delivery,Canada
1715,FOS,Bel Limited,Russia
1716,GAA,Business Express,United States
1717,HAW,Bangkok Aviation Center,Thailand
1718,HAX,Benair,Norway
1719,IBB,Binter Canarias,Spain
1720,IRJ,Bonyad Airlines,Iran
1721,IVR,Burundaiavia,Kazakhstan
1722,BLA,Blue Air,Romania
1723,LAJ,British Mediterranean Airways,United Kingdom
1724,LBY,Belle Air,Albania
1725,LED,Blom Geomatics,Norway
1726,LTL,Benin Littoral Airways,Benin
1727,LXJ,Bombardier Business Jet Solutions,United States
1728,LZB,Bulgaria Air,Bulgaria
1729,MBR,Brazilian Navy Aviation,Brazil
1730,NKF,Barents AirLink,Sweden
1731,NYB,Belgian Navy,Belgium
1732,OTA,Business Aviators,United States
1733,OUF,Beijing Eofa International Jet,China
1734,PEB,Benders Air,Sweden
1735,POI,BGB Air,Kazakhstan
1736,PPS,Butte Aviation,United States
1737,PVO,Bearing Supplies Limited,United Kingdom
1738,RHD,Bond Air Services,United Kingdom
1739,RLR,Business Airfreight,United States
1740,RRS,Boscombe Down DERA (Formation),United Kingdom
1741,SCJ,Business Jet Sweden,Sweden
1742,SHT,British Airways Shuttle,United Kingdom
1743,SKH,British Sky Broadcasting,United Kingdom
1744,TBL,Bell Aliant Regional Communications,Canada
1745,TXB,Bell Helicopter Textron,Canada
1746,UKA,Buzzaway Limited,United Kingdom
1747,VLX,Biz Jet Charter,United States
1748,VOL,Blue Chip Jet,Sweden
1749,WFD,BAE Systems,United Kingdom
1750,WTN,BAE Systems,United Kingdom
1751,XBO,Baseops International,United States
1752,XDA,Bureau Veritas,France
1753,XMS,British Airways Santa,United Kingdom
1754,ZBA,Boskovic Air Charters Limited,Kenya
1755,JMP,Businesswings,Germany
1756,BOV,Boliviana de Aviación,Bolivia
1757,BRJ,Borajet,Turkey
1758,MXY,Breeze Airways,United States
1759,SRJ,C Air Jet Airlines,Syria
1760,TIP,C and M Aviation,United States
1761,ORO,C N Air,Spain
1762,RWG,C&M Airways,United States
1763,RMU,"C.S.P., Societe",Mauritania
1764,CJZ,Caliber Jet,United States
1765,DYN,California Pacific Airlines,United States
1766,CRC,Camair-Co,Cameroon
1767,QAI,Conquest Air,United States
1768,CBH,Corporate Eagle Management Services,United States
1769,CRF,Croix Rouge Francais,France
1770,CAA,Civil Aviation Authority of the Czech Republic,Czech Republic
1771,BKR,Civil Air Patrol South Carolina Wing,United States
1772,BFN,Compagnie Nationale Naganagani,Burkino Faso
1773,AWX,Civil Aviation Authority Directorate of Airspace Policy,United Kingdom
1774,BBN,Civil Aviation Authority Airworthiness Division,United Kingdom
1775,ATQ,CHC Helicopters Nigeria,Nigeria
1776,APL,Corporativo Aereo Principal,Mexico
1777,AIO,"Chief of Staff, United States Air Force",United States
1778,AID,Christian Konig - Century Airbirds,Austria
1779,PWD,Pawa Dominicana,Dominican Republic
1780,SMW,Carpatair Flight Service,Romania
1781,CCL,Cambodia Airlines,Cambodia
1782,KME,Cambodia Airways,Cambodia
1783,CCB,Caricom Airways,Barbados
1784,CYH,China Southern Airlines Henan,China
1785,CFB,Chongqing Forebase General Aviation,China
1786,XCA,Colt Transportes Aereos,Brazil
1787,GCY,CHC Global Operations International,United Kingdom
1788,AUN,Common Sky,Austria
1789,CBI,Cabi,Ukraine
1790,CPI,Compagnia Aeronautica Italiana,Italy
1791,ICL,CAL Cargo Air Lines,Israel
1792,CMR,CAM Air Management,United Kingdom
1793,CTZ,CATA Línea Aérea,Argentina
1794,CCF,CCF Manager Airline,Germany
1795,CED,CEDTA (Compañía Ecuatoriana De Transportes Aéreos),Ecuador
1796,HBI,CHC Denmark,Denmark
1797,HEM,CHC Helicopter,Australia
1798,SCH,CHC Airways,Netherlands
1799,HKS,CHC Helikopter Service,Norway
1800,VCI,CI-Tours,Ivory Coast
1801,CKC,CKC Services,United States
1802,CMZ,CM Stair,Mauritania
1803,CNT,Centre national d'études des télécommunications - C.N.E.T.,France
1804,OAP,COAPA AIR,Mexico
1805,PDR,COMAV,Namibia
1806,CRH,CRI Helicopters Mexico,Mexico
1807,IRO,CSA Air,United States
1808,CSE,CSE Aviation,United Kingdom
1809,CTQ,CTK Network Aviation,Ghana
1810,CBR,Cabair College of Air Training,United Kingdom
1811,CVE,Cabo Verde Express,Cape Verde
1812,CWD,Caernarfon Airworld,United Kingdom
1813,CXE,Caicos Express Airways,Turks and Caicos Islands
1814,CCE,Cairo Air Transport Company,Egypt
1815,CGC,Cal Gulf Aviation,São Tomé and Príncipe
1816,REZ,Cal-West Aviation,United States
1817,CSL,California Air Shuttle,United States
1818,CMV,Calima Aviación,Spain
1819,CAV,Calm Air,Canada
1820,CAM,Camai Air,United States
1821,KHV,Cambodia Angkor Air,Cambodia
1822,UYC,Cameroon Airlines,Cameroon
1823,HSO,Campania Helicopteros De Transporte,Spain
1824,CJA,CanJet,Canada
1825,PIL,Canada Jet Charters,Canada
1826,CDN,Canadian Airlines,Canada
1827,CTG,Canadian Coast Guard,Canada
1828,HIA,Canadian Eagle Aviation,Canada
1829,CFC,Canadian Forces,Canada
1830,BZD,Canadian Global Air Ambulance,Canada
1831,CDN,Canadian Helicopters,Canada
1832,TKR,Canadian Interagency Forest Fire Centre,Canada
1833,XNC,Canadian National Telecommunications,Canada
1834,AKT,Canadian North,Canada
1835,CPC,Canadian Pacific Airlines,Canada
1836,CDR,Canadian Regional Airlines,Canada
1837,CWH,Canadian Warplane Heritage Museum,Canada
1838,CWA,Canadian Western Airlines,Canada
1839,CWW,Canair,China
1840,CUI,Cancun Air,Mexico
1841,KAP,Cape Air,United States
1842,CTO,Cape Air Transport,Australia
1843,SEM,Cape Central Airways,United States
1844,CMY,Cape Smythe Air,United States
1845,CPX,Capital Air Service,United States
1846,CPD,Capital Airlines,Kenya
1847,NCP,Capital Airlines Limited,Nigeria
1848,CCI,Capital Cargo International Airlines,United States
1849,CCQ,Capital City Air Carriers,United States
1850,EGL,Capital Trading Aviation,United Kingdom
1851,CEX,Capitol Air Express,United States
1852,CWZ,Capitol Wings Airline,United States
1853,VAN,Caravan Air,Mauritania
1854,CWN,Cardiff Wales Flying Club,United Kingdom
1855,FVA,Cardinal/Air Virginia,United States
1856,GOL,Cardolaar,Namibia
1857,CDI,Cards Air Services,Philippines
1858,CFH,CareFlight,Australia
1859,CDM,Carga Aérea Dominicana,Dominican Republic
1860,EST,Carga Express Internacional,Mexico
1861,GGC,Cargo 360,United States
1862,MCX,Cargo Express,Mauritania
1863,CRV,Cargo Ivoire,Ivory Coast
1864,CLM,Cargo Link (Caribbean),Barbados
1865,CLU,Cargo Logic Air,United Kingdom
1866,CTW,Cargo Three,Panama
1867,CRG,Cargoitalia,Italy
1868,CJT,Cargojet Airways,Canada
1869,CLX,Cargolux,Luxembourg
1870,ICV,Cargolux Italia,Italy
1871,CGM,Cargoman,Oman
1872,DEL,Carib Aviation,Antigua and Barbuda
1873,BCB,Carib Express,Barbados
1874,PWD,CARIBAIR,Dominican Republic
1875,DCC,Caribbean Air Cargo,Barbados
1876,CLT,Caribbean Air Transport,Netherlands
1877,CLT,Club Aerocelta de Vuelo Con Motor,Spain
1878,BWA,Caribbean Airlines,Trinidad and Tobago
1879,IQQ,Caribbean Airways,Barbados
1880,CSX,Choice Airways,United States
1881,TLC,Caribbean Express,United States
1882,GFI,Caribbean Star Airlines,Antigua and Barbuda
1883,CRB,Caricom Airways,Suriname
1884,CRT,Caribintair,Haiti
1885,CVG,Carill Aviation,United Kingdom
1886,KRP,Carpatair,Romania
1887,CRR,Carranza,Chile
1888,ULS,Carroll Air Service,United States
1889,CMT,Casement Aviation,United States
1890,CSO,Casino Airline,United States
1891,CSP,Casper Air Service,United States
1892,CPN,Caspian Airlines,Iran
1893,CSJ,Castle Aviation,United States
1894,CAZ,Cat Aviation,Switzerland
1895,CBT,Catalina Flying Boats,United States
1896,TEX,Catex,France
1897,HDA,Cathay Dragon,Hong Kong
1898,CPA,Cathay Pacific,Hong Kong
1899,CJR,Caverton Helicopters,Nigeria
1900,CAY,Cayman Airways,Cayman Islands
1901,CEB,Cebu Pacific,Philippines
1902,CIL,Cecil Aviation,United Kingdom
1903,CEG,Cega Aviation,United Kingdom
1904,CEC,Celtic Airways,United Kingdom
1905,CWE,Celtic West,United Kingdom
1906,CEV,Centre d'Essais en Vol,France
1907,CNL,Centennial Airlines,United States
1908,CNS,Cobalt Air LLC,United States
1909,CVO,Center Vol,Spain
1910,CTS,Center-South,Russia
1911,CET,Centrafrican Airlines,Central African Republic
1912,CAX,Central Air Express,Democratic Republic of the Congo
1913,CTL,Central Airlines,United States
1914,CNY,Central Airways,Sierra Leone
1915,ACN,Central American Airlines,Nicaragua
1916,YOG,Central Aviation,United States
1917,DRN,Central De Discos De Reynosa,Mexico
1918,CMA,Central European Airlines,Czech Republic
1919,CHA,Central Flying Service,United States
1920,CEM,Central Mongolia Airways,Mongolia
1921,GLR,Central Mountain Air,Canada
1922,CQC,Central Queensland Aviation College,Australia
1923,CSI,Central Skyport,United States
1924,CLW,Centralwings,Poland
1925,DTV,Centre Airlines,United States
1926,CGS,Centre of Applied Geodynamica,Russia
1927,CVC,Centre-Avia,Russia
1928,CCV,Centro De Helicopteros Corporativos,Mexico
1929,ACF,Centro de Formación Aeronáutica de Canarias,Spain
1930,CWC,Centurion Air Cargo,United States
1931,URY,Century Aviation,Mexico
1932,HAI,Century Aviation International,Canada
1933,XAD,Certified Air Dispatch,United States
1934,CER,Cetraca Aviation Service,Democratic Republic of the Congo
1935,IRU,Chabahar Airlines,Iran
1936,CLG,Chalair Aviation,France
1937,CHK,Chalk's International Airlines,United States
1938,CLS,Challenge Air Transport,Germany
1939,CHS,Challenge Aviation,Australia
1940,OFF,Challenge International Airlines,United States
1941,CHG,Challenge Aero,Ukraine
1942,CPH,Champagne Airlines,France
1943,CCP,Champion Air,United States
1944,NCH,Chanchangi Airlines,Nigeria
1945,CGN,Chang An Airlines,China
1946,CHN,Channel Island Aviation,United States
1947,WML,Chantilly Air,United States
1948,CPL,Chaparral Airlines,United States
1949,CSU,Chari Aviation Services,Chad
1950,CAH,Charlan Air Charter,South Africa
1951,HMD,Charlie Hammonds Flying Service,United States
1952,CGD,Charlotte Air National Guard,United States
1953,CHW,Charter Air,Austria
1954,HRT,Chartright Air,Canada
1955,CHQ,Chautauqua Airlines,United States
1956,CBB,Cheboksary Airenterprise JSC,Russia
1957,CHM,Chemech Aviation,Pakistan
1958,CHZ,Cherline,Russia
1959,CMK,Chernomor-Avia,Russia
1960,CBM,Cherokee Express,United States
1961,CCY,Cherry Air,United States
1962,CAB,Chesapeake Air Service,United States
1963,CVR,Chevron U.S.A,United States
1964,CYA,Cheyenne Airways,United States
1965,CGO,Chicago Air,United States
1966,WDY,Chicago Jet Group,United States
1967,RAT,Chief Rat Flight Services,South Africa
1968,CCH,Chilchota Taxi Aéreo,Mexico
1969,DES,Chilcotin Caribou Aviation,Canada
1970,CAD,Chilliwack Aviation,Canada
1971,ETN,Chim-Nir Aviation,Israel
1972,CAL,China Airlines,Taiwan
1973,CKK,China Cargo Airlines,China
1974,CES,China Eastern Airlines,China
1975,HXA,China Express Airlines,China
1976,CFA,China Flying Dragon Aviation,China
1977,CTH,China General Aviation Corporation,China
1978,CAG,China National Aviation Corporation,China
1979,CBF,China Northern Airlines,China
1980,CNW,China Northwest Airlines,China
1981,CHC,China Ocean Helicopter Corporation,China
1982,CYZ,China Postal Airlines,China
1983,CSN,China Southern Airlines,China
1984,CXN,China Southwest Airlines,China
1985,CUA,China United Airlines,China
1986,CXH,China Xinhua Airlines,China
1987,CYH,China Yunnan Airlines,China
1988,CGU,Chinguetti Airlines,Mauritania
1989,CEP,Chipola Aviation,United States
1990,CPW,Chippewa Air Commuter,United States
1991,CHF,Chitaavia,Russia
1992,CQN,Chongqing Airlines,China
1993,CAS,Christman Air System,United States
1994,OEC,Christophorus Flugrettungsverein,Austria
1995,CHO,Chrome Air Services,United States
1996,CHU,Church Aircraft,United States
1997,CIU,Cielos Airlines,Peru
1998,CIM,Cimber Sterling,Denmark
1999,CIN,Cinnamon Air,Sri Lanka
2000,RRU,Cirrus,Chile
2001,NTS,Cirrus Air,United States
2002,RUS,Cirrus Airlines,Germany
2003,JTI,Cirrus Middle East,Lebanon
2004,FIV,CitationAir,United States
2005,XCX,Citibank,United States
2006,HZX,Citic General Aviation,China
2007,SDR,City Airline,Sweden
2008,CIX,City Connexion Airlines,Burundi
2009,XBG,City of Bangor,United States
2010,CAQ,Cityair (Chester) Limited,United Kingdom
2011,CII,Cityfly,Italy
2012,CFE,CityFlyer Express,United Kingdom
2013,CNB,Cityline Hungary,Hungary
2014,HSR,Citylink Airlines,United States
2015,CIW,Civair Airways,South Africa
2016,CAP,Civil Air Patrol,United States
2017,CAT,Civil Air Transport,Taiwan
2018,CIA,Civil Aviation Authority,Slovakia
2019,CIV,Civil Aviation Authority of New Zealand,New Zealand
2020,CBA,Civil Aviation Inspectorate of the Czech Republic,Czech Republic
2021,FMC,Claessens International Limited,United Kingdom
2022,CLK,Clark Aviation,United States
2023,CSF,Clasair,United Kingdom
2024,CLY,Clay Lacy Aviation,United States
2025,CGK,Click Airways,Kyrgyzstan
2026,CLZ,Cloud 9 Air Charters,South Africa
2027,CLD,Clowes Estates Limited,United Kingdom
2028,SDJ,Club 328,United Kingdom
2029,ISG,Club Air,Italy
2030,CST,Coast Air,Norway
2031,TCL,Coastal Air Transport,United States
2032,CNG,Coastal Airways,United States
2033,CSV,Coastal Travels,Tanzania
2034,CHL,Cohlmia Aviation,United States
2035,OLR,Colaéreos,Ecuador
2036,CLE,Colemill Enterprises,United States
2037,CJC,Colgan Air,United States
2038,CAE,Colibri Aviation,Canada
2039,CAT,Cologne Air Transport GmbH,Germany
2040,CCX,Colt International,United States
2041,WCO,Columbia Helicopters,United States
2042,KLR,Columbus Air Transport,United States
2043,GHP,Colvin Aviation,United States
2044,COM,Comair,United States
2045,CAW,Comair,South Africa
2046,GCM,Comair Flight Services,South Africa
2047,CDE,Comed Group,United Kingdom
2048,CVV,Comeravia,Venezuela
2049,CRS,Comercial Aérea,Mexico
2050,CMG,Comet Airlines,Nigeria
2051,FYN,Comfort Air,Germany
2052,CMJ,Comfort Jet Services,Togo
2053,CLA,Comlux Aviation,Switzerland
2054,KAZ,Comlux Kazakhstan,Kazakhstan
2055,MLM,Comlux Malta,Malta
2056,CXB,Comlux Aruba,Aruba
2057,CMH,Commair Aviation,United Kingdom
2058,CTM,Commandement Du Transport Aerien Militaire Francais,France
2059,CML,Commander Air Charter,Canada
2060,CRM,Commander Mexicana,Mexico
2061,CME,Commerce Bank,United States
2062,CMS,Commercial Aviation,Canada
2063,GAR,Commodore Aviation,Australia
2064,CJS,Commonwealth Jet Service,United States
2065,UCA,CommutAir,United States
2066,CWK,Comores Airlines,Comoros
2067,CGR,Compagnia Generale Ripreseaeree,Italy
2068,CMM,Compagnie Aérienne du Mali,Mali
2069,CPM,Compagnie Mauritanienne Des Transports,Mauritania
2070,GIC,Compagnie de Bauxites de Guinee,Guinea
2071,AIF,Compañía Aérea de Valencia,Spain
2072,ATF,Compañía Aerotécnicas Fotográficas,Spain
2073,LCT,Compañía De Actividades Y Servicios De Aviación,Spain
2074,EJV,Compania Ejecutiva,Mexico
2075,HSE,Compania Helicopteros Del Sureste,Spain
2076,MDR,Compania Mexicana De Aeroplanos,Mexico
2077,HSS,Compañía Transportes Aéreos Del Sur,Spain
2078,TAV,Compañía de Servicios Aéreos Tavisa,Spain
2079,CYF,Company Flight,Denmark
2080,CPZ,Compass Airlines,United States
2081,CPS,Compass International Airways,United Kingdom
2082,XCO,Compuflight Operations Service,United States
2083,XCS,Compuserve Incorporated,United States
2084,CRC,Conair Aviation,Canada
2085,COD,Concordavia,Ukraine
2086,CNR,Condor Aero Services,United States
2087,CIB,Condor,Germany
2088,CFG,Condor Flugdienst,Germany
2089,COF,Confort Air,Canada
2090,CAK,Congo Air,Bahamas
2091,CGA,Congressional Air,United States
2092,ROY,Conifair Aviation,Canada
2093,CCT,Connect Air,Canada
2094,BSN,Connectair Charters,Canada
2095,CAC,Conquest Airlines,United States
2096,CXO,Conroe Aviation Services,United States
2097,VCH,Consorcio Helitec,Venezuela
2098,UZA,Constanta Airline,Ukraine
2099,KIS,Contactair,Germany
2100,XCL,Contel ASC,United States
2101,COA,Continental Airlines,United States
2102,CNW,Continental Airways,Moldovoa
2103,CMI,Continental Micronesia,United States
2104,CON,Continental Oil,United States
2105,Unknown,Cambrian Airways,United Kingdom
2106,VCV,Conviasa,Venezuela
2107,CKA,Cook Inlet Aviation,United States
2108,SVY,Cooper Aerial Surveys,United Kingdom
2109,CMP,Copa Airlines,Panama
2110,CAT,Copenhagen Air Taxi,Denmark
2111,COP,Copper State Air Service,United States
2112,AAQ,Copterline,Finland
2113,CCW,Central Charter,Czech Republic
2114,CAI,Corendon Airlines,Turkey
2115,CND,Corendon Dutch Airlines,Netherlands
2116,CRA,Coronado Aerolíneas,Colombia
2117,CPB,Corpac Canada,Canada
2118,CNC,Corporación Aéreo Cencor,Mexico
2119,CPG,Corporacion Aeroangeles,Mexico
2120,CGY,Corporacion Paraguaya De Aeronautica,Paraguay
2121,CPT,Corporate Air,United States
2122,CPR,Corporate Air,United States
2123,CPO,Corporate Aircraft Company,United States
2124,COO,Corporate Airlink,Canada
2125,CKE,Corporate Aviation Services,United States
2126,VHT,Corporate Flight International,United States
2127,VTE,Contour Airlines,United States
2128,CJI,Corporate Jets,United States
2129,CRL,Corsairfly,France
2130,CCM,Corse Méditerranée,France
2131,COZ,Cosmic Air,Nepal
2132,COT,Costa Airlines,Venezuela
2133,CRG,Costa Rica Green Airways,Costa Rica
2134,CHI,Cougar Helicopters,Canada
2135,MGB,Coulson Flying Service,United Kingdom
2136,NSW,Country Connection Airlines,Australia
2137,CIK,Country International Airlines,Kyrgyzstan
2138,CSD,Courier Services,United States
2139,CUT,Court Helicopters,South Africa
2140,OU,Court Line,United Kingdom
2141,CVL,Coval Air,Canada
2142,COW,COWI,Denmark
2143,COY,Coyne Aviation,United Kingdom
2144,CFD,Cranfield University,United Kingdom
2145,CRE,Cree Airways,Canada
2146,ELM,Crelam,Mexico
2147,CAN,Crest Aviation,United Kingdom
2148,KRM,Crimea Universal Avia,Ukraine
2149,CTN,Croatia Airlines,Croatia
2150,HRZ,Croatian Air Force,Croatia
2151,CRX,Cross Aviation,United Kingdom
2152,ECC,Crossair Europe,Switzerland
2153,CWX,Crow Executive Air,United States
2154,CKR,Crown Air Systems,United States
2155,CRO,Crown Airways,United States
2156,CRW,Crownair,Canada
2157,VCR,Cruiser Linhas Aéreas,Brazil
2158,CTY,Cryderman Air Service,United States
2159,CYT,Crystal Shamrock Airlines,United States
2160,CUB,Cubana de Aviación,Cuba
2161,CTF,Cutter Aviation,United States
2162,CBL,Cumberland Airways (Nicholson Air Service),United States
2163,CTT,Custom Air Transport,United States
